time,call
44983.5833333333,41
44983.5937500000,48
44983.6041666667,48
44983.6145833333,52
44983.6250000000,54
44983.6354166667,57
44983.6458333333,40
44983.6562500000,40
44983.6666666667,50
44983.6770833333,44
44983.6875000000,30
44983.6979166667,37
44983.7083333333,0
44983.7187500000,0
44983.7291666667,0
44983.7395833333,0
44983.7500000000,0
44983.7604166667,0
44983.7708333333,0
44983.7812500000,0
44983.7916666667,0
44983.8020833333,0
44983.8125000000,0
44983.8229166667,0
44983.8333333333,0
44983.8437500000,0
44983.8541666667,0
44983.8645833333,0
44983.8750000000,0
44984.3541666667,55
44984.3645833333,57
44984.3750000000,90
44984.3854166667,95
44984.3958333333,113
44984.4062500000,125
44984.4166666667,138
44984.4270833333,125
44984.4375000000,144
44984.4479166667,162
44984.4583333333,160
44984.4687500000,145
44984.4791666667,118
44984.4895833333,153
44984.5000000000,130
44984.5104166667,156
44984.5208333333,168
44984.5312500000,152
44984.5416666667,128
44984.5520833333,132
44984.5625000000,131
44984.5729166667,131
44984.5833333333,116
44984.5937500000,130
44984.6041666667,151
44984.6145833333,143
44984.6250000000,154
44984.6354166667,151
44984.6458333333,149
44984.6562500000,135
44984.6666666667,139
44984.6770833333,115
44984.6875000000,119
44984.6979166667,103
44984.7083333333,103
44984.7187500000,114
44984.7291666667,94
44984.7395833333,99
44984.7500000000,89
44984.7604166667,93
44984.7708333333,93
44984.7812500000,102
44984.7916666667,100
44984.8020833333,76
44984.8125000000,73
44984.8229166667,72
44984.8333333333,55
44984.8437500000,37
44984.8541666667,49
44984.8645833333,45
44984.8750000000,0
44985.3541666667,64
44985.3645833333,46
44985.3750000000,65
44985.3854166667,91
44985.3958333333,83
44985.4062500000,92
44985.4166666667,111
44985.4270833333,101
44985.4375000000,122
44985.4479166667,117
44985.4583333333,118
44985.4687500000,122
44985.4791666667,126
44985.4895833333,128
44985.5000000000,135
44985.5104166667,139
44985.5208333333,148
44985.5312500000,121
44985.5416666667,114
44985.5520833333,162
44985.5625000000,157
44985.5729166667,89
44985.5833333333,129
44985.5937500000,97
44985.6041666667,108
44985.6145833333,116
44985.6250000000,137
44985.6354166667,138
44985.6458333333,113
44985.6562500000,103
44985.6666666667,126
44985.6770833333,136
44985.6875000000,111
44985.6979166667,123
44985.7083333333,112
44985.7187500000,121
44985.7291666667,113
44985.7395833333,102
44985.7500000000,93
44985.7604166667,93
44985.7708333333,93
44985.7812500000,89
44985.7916666667,62
44985.8020833333,77
44985.8125000000,56
44985.8229166667,63
44985.8333333333,48
44985.8437500000,50
44985.8541666667,53
44985.8645833333,49
44985.8750000000,0
44986.3541666667,74
44986.3645833333,65
44986.3750000000,98
44986.3854166667,111
44986.3958333333,110
44986.4062500000,99
44986.4166666667,124
44986.4270833333,132
44986.4375000000,144
44986.4479166667,156
44986.4583333333,151
44986.4687500000,140
44986.4791666667,122
44986.4895833333,124
44986.5000000000,203
44986.5104166667,166
44986.5208333333,140
44986.5312500000,164
44986.5416666667,149
44986.5520833333,135
44986.5625000000,142
44986.5729166667,143
44986.5833333333,156
44986.5937500000,147
44986.6041666667,159
44986.6145833333,141
44986.6250000000,111
44986.6354166667,104
44986.6458333333,115
44986.6562500000,118
44986.6666666667,110
44986.6770833333,113
44986.6875000000,98
44986.6979166667,116
44986.7083333333,94
44986.7187500000,116
44986.7291666667,119
44986.7395833333,106
44986.7500000000,106
44986.7604166667,101
44986.7708333333,91
44986.7812500000,83
44986.7916666667,92
44986.8020833333,80
44986.8125000000,60
44986.8229166667,53
44986.8333333333,46
44986.8437500000,40
44986.8541666667,37
44986.8645833333,38
44986.8750000000,0
44987.3541666667,51
44987.3645833333,53
44987.3750000000,94
44987.3854166667,109
44987.3958333333,94
44987.4062500000,106
44987.4166666667,119
44987.4270833333,96
44987.4375000000,111
44987.4479166667,95
44987.4583333333,121
44987.4687500000,134
44987.4791666667,149
44987.4895833333,159
44987.5000000000,159
44987.5104166667,126
44987.5208333333,126
44987.5312500000,109
44987.5416666667,108
44987.5520833333,111
44987.5625000000,114
44987.5729166667,102
44987.5833333333,125
44987.5937500000,123
44987.6041666667,104
44987.6145833333,111
44987.6250000000,124
44987.6354166667,209
44987.6458333333,215
44987.6562500000,196
44987.6666666667,168
44987.6770833333,137
44987.6875000000,152
44987.6979166667,117
44987.7083333333,106
44987.7187500000,110
44987.7291666667,97
44987.7395833333,89
44987.7500000000,93
44987.7604166667,108
44987.7708333333,98
44987.7812500000,91
44987.7916666667,65
44987.8020833333,63
44987.8125000000,48
44987.8229166667,68
44987.8333333333,52
44987.8437500000,46
44987.8541666667,48
44987.8645833333,34
44987.8750000000,0
44988.3541666667,76
44988.3645833333,57
44988.3750000000,95
44988.3854166667,101
44988.3958333333,118
44988.4062500000,104
44988.4166666667,113
44988.4270833333,112
44988.4375000000,128
44988.4479166667,131
44988.4583333333,137
44988.4687500000,150
44988.4791666667,119
44988.4895833333,141
44988.5000000000,118
44988.5104166667,143
44988.5208333333,154
44988.5312500000,144
44988.5416666667,135
44988.5520833333,122
44988.5625000000,143
44988.5729166667,109
44988.5833333333,168
44988.5937500000,144
44988.6041666667,156
44988.6145833333,116
44988.6250000000,131
44988.6354166667,120
44988.6458333333,137
44988.6562500000,120
44988.6666666667,91
44988.6770833333,103
44988.6875000000,97
44988.6979166667,114
44988.7083333333,94
44988.7187500000,89
44988.7291666667,86
44988.7395833333,93
44988.7500000000,83
44988.7604166667,82
44988.7708333333,88
44988.7812500000,78
44988.7916666667,49
44988.8020833333,58
44988.8125000000,57
44988.8229166667,34
44988.8333333333,43
44988.8437500000,40
44988.8541666667,32
44988.8645833333,33
44988.8750000000,0
44989.3541666667,0
44989.3645833333,0
44989.3750000000,80
44989.3854166667,61
44989.3958333333,55
44989.4062500000,73
44989.4166666667,86
44989.4270833333,91
44989.4375000000,82
44989.4479166667,83
44989.4583333333,80
44989.4687500000,66
44989.4791666667,76
44989.4895833333,76
44989.5000000000,76
44989.5104166667,93
44989.5208333333,87
44989.5312500000,85
44989.5416666667,83
44989.5520833333,66
44989.5625000000,82
44989.5729166667,61
44989.5833333333,74
44989.5937500000,65
44989.6041666667,58
44989.6145833333,59
44989.6250000000,57
44989.6354166667,60
44989.6458333333,74
44989.6562500000,49
44989.6666666667,56
44989.6770833333,43
44989.6875000000,39
44989.6979166667,49
44989.7083333333,0
44989.7187500000,0
44989.7291666667,0
44989.7395833333,0
44989.7500000000,0
44989.7604166667,0
44989.7708333333,0
44989.7812500000,0
44989.7916666667,0
44989.8020833333,0
44989.8125000000,0
44989.8229166667,0
44989.8333333333,0
44989.8437500000,0
44989.8541666667,0
44989.8645833333,0
44989.8750000000,0
44990.3541666667,0
44990.3645833333,0
44990.3750000000,44
44990.3854166667,37
44990.3958333333,42
44990.4062500000,37
44990.4166666667,37
44990.4270833333,41
44990.4375000000,38
44990.4479166667,55
44990.4583333333,43
44990.4687500000,50
44990.4791666667,57
44990.4895833333,48
44990.5000000000,46
44990.5104166667,48
44990.5208333333,46
44990.5312500000,55
44990.5416666667,58
44990.5520833333,45
44990.5625000000,56
44990.5729166667,54
44990.5833333333,53
44990.5937500000,30
44990.6041666667,45
44990.6145833333,48
44990.6250000000,37
44990.6354166667,38
44990.6458333333,45
44990.6562500000,41
44990.6666666667,43
44990.6770833333,31
44990.6875000000,36
44990.6979166667,36
44990.7083333333,0
44990.7187500000,0
44990.7291666667,0
44990.7395833333,0
44990.7500000000,0
44990.7604166667,0
44990.7708333333,0
44990.7812500000,0
44990.7916666667,0
44990.8020833333,0
44990.8125000000,0
44990.8229166667,0
44990.8333333333,0
44990.8437500000,0
44990.8541666667,0
44990.8645833333,0
44990.8750000000,0
44991.3541666667,80
44991.3645833333,65
44991.3750000000,109
44991.3854166667,111
44991.3958333333,117
44991.4062500000,132
44991.4166666667,135
44991.4270833333,127
44991.4375000000,112
44991.4479166667,156
44991.4583333333,122
44991.4687500000,161
44991.4791666667,151
44991.4895833333,152
44991.5000000000,169
44991.5104166667,148
44991.5208333333,120
44991.5312500000,138
44991.5416666667,147
44991.5520833333,149
44991.5625000000,130
44991.5729166667,156
44991.5833333333,123
44991.5937500000,125
44991.6041666667,148
44991.6145833333,127
44991.6250000000,105
44991.6354166667,127
44991.6458333333,114
44991.6562500000,132
44991.6666666667,133
44991.6770833333,117
44991.6875000000,107
44991.6979166667,109
44991.7083333333,111
44991.7187500000,96
44991.7291666667,94
44991.7395833333,92
44991.7500000000,89
44991.7604166667,95
44991.7708333333,104
44991.7812500000,77
44991.7916666667,61
44991.8020833333,59
44991.8125000000,65
44991.8229166667,51
44991.8333333333,46
44991.8437500000,38
44991.8541666667,42
44991.8645833333,36
44991.8750000000,0
44992.3541666667,58
44992.3645833333,61
44992.3750000000,85
44992.3854166667,95
44992.3958333333,83
44992.4062500000,103
44992.4166666667,108
44992.4270833333,102
44992.4375000000,120
44992.4479166667,116
44992.4583333333,110
44992.4687500000,132
44992.4791666667,128
44992.4895833333,96
44992.5000000000,98
44992.5104166667,119
44992.5208333333,145
44992.5312500000,104
44992.5416666667,99
44992.5520833333,123
44992.5625000000,127
44992.5729166667,112
44992.5833333333,124
44992.5937500000,124
44992.6041666667,115
44992.6145833333,111
44992.6250000000,112
44992.6354166667,139
44992.6458333333,106
44992.6562500000,92
44992.6666666667,97
44992.6770833333,126
44992.6875000000,116
44992.6979166667,81
44992.7083333333,91
44992.7187500000,78
44992.7291666667,86
44992.7395833333,69
44992.7500000000,88
44992.7604166667,86
44992.7708333333,73
44992.7812500000,77
44992.7916666667,63
44992.8020833333,60
44992.8125000000,42
44992.8229166667,27
44992.8333333333,45
44992.8437500000,39
44992.8541666667,31
44992.8645833333,29
44992.8750000000,0
44994.3541666667,103
44994.3645833333,77
44994.3750000000,92
44994.3854166667,109
44994.3958333333,134
44994.4062500000,124
44994.4166666667,146
44994.4270833333,146
44994.4375000000,144
44994.4479166667,122
44994.4583333333,128
44994.4687500000,128
44994.4791666667,131
44994.4895833333,123
44994.5000000000,129
44994.5104166667,126
44994.5208333333,132
44994.5312500000,124
44994.5416666667,113
44994.5520833333,123
44994.5625000000,148
44994.5729166667,111
44994.5833333333,148
44994.5937500000,154
44994.6041666667,118
44994.6145833333,118
44994.6250000000,109
44994.6354166667,110
44994.6458333333,127
44994.6562500000,98
44994.6666666667,108
44994.6770833333,95
44994.6875000000,92
44994.6979166667,104
44994.7083333333,100
44994.7187500000,91
44994.7291666667,88
44994.7395833333,109
44994.7500000000,99
44994.7604166667,76
44994.7708333333,94
44994.7812500000,90
44994.7916666667,71
44994.8020833333,50
44994.8125000000,49
44994.8229166667,46
44994.8333333333,27
44994.8437500000,32
44994.8541666667,30
44994.8645833333,36
44994.8750000000,0
44995.3541666667,78
44995.3645833333,53
44995.3750000000,66
44995.3854166667,88
44995.3958333333,80
44995.4062500000,109
44995.4166666667,130
44995.4270833333,129
44995.4375000000,97
44995.4479166667,110
44995.4583333333,137
44995.4687500000,120
44995.4791666667,138
44995.4895833333,117
44995.5000000000,129
44995.5104166667,141
44995.5208333333,138
44995.5312500000,110
44995.5416666667,130
44995.5520833333,145
44995.5625000000,128
44995.5729166667,127
44995.5833333333,116
44995.5937500000,106
44995.6041666667,160
44995.6145833333,115
44995.6250000000,117
44995.6354166667,132
44995.6458333333,99
44995.6562500000,117
44995.6666666667,120
44995.6770833333,131
44995.6875000000,151
44995.6979166667,117
44995.7083333333,110
44995.7187500000,107
44995.7291666667,102
44995.7395833333,117
44995.7500000000,62
44995.7604166667,79
44995.7708333333,78
44995.7812500000,74
44995.7916666667,68
44995.8020833333,59
44995.8125000000,63
44995.8229166667,51
44995.8333333333,37
44995.8437500000,33
44995.8541666667,32
44995.8645833333,50
44995.8750000000,1
44996.3541666667,0
44996.3645833333,0
44996.3750000000,79
44996.3854166667,52
44996.3958333333,63
44996.4062500000,51
44996.4166666667,89
44996.4270833333,72
44996.4375000000,71
44996.4479166667,80
44996.4583333333,69
44996.4687500000,98
44996.4791666667,73
44996.4895833333,91
44996.5000000000,94
44996.5104166667,87
44996.5208333333,81
44996.5312500000,61
44996.5416666667,82
44996.5520833333,70
44996.5625000000,68
44996.5729166667,72
44996.5833333333,60
44996.5937500000,63
44996.6041666667,55
44996.6145833333,56
44996.6250000000,72
44996.6354166667,75
44996.6458333333,49
44996.6562500000,51
44996.6666666667,72
44996.6770833333,46
44996.6875000000,51
44996.6979166667,69
44996.7083333333,0
44996.7187500000,0
44996.7291666667,0
44996.7395833333,0
44996.7500000000,0
44996.7604166667,0
44996.7708333333,0
44996.7812500000,0
44996.7916666667,0
44996.8020833333,0
44996.8125000000,0
44996.8229166667,0
44996.8333333333,0
44996.8437500000,0
44996.8541666667,0
44996.8645833333,0
44996.8750000000,0
44997.3541666667,0
44997.3645833333,0
44997.3750000000,37
44997.3854166667,39
44997.3958333333,35
44997.4062500000,24
44997.4166666667,48
44997.4270833333,44
44997.4375000000,37
44997.4479166667,44
44997.4583333333,41
44997.4687500000,56
44997.4791666667,60
44997.4895833333,56
44997.5000000000,54
44997.5104166667,59
44997.5208333333,57
44997.5312500000,43
44997.5416666667,57
44997.5520833333,48
44997.5625000000,48
44997.5729166667,51
44997.5833333333,45
44997.5937500000,34
44997.6041666667,38
44997.6145833333,40
44997.6250000000,38
44997.6354166667,38
44997.6458333333,52
44997.6562500000,47
44997.6666666667,34
44997.6770833333,33
44997.6875000000,45
44997.6979166667,29
44997.7083333333,0
44997.7187500000,0
44997.7291666667,0
44997.7395833333,0
44997.7500000000,0
44997.7604166667,0
44997.7708333333,0
44997.7812500000,0
44997.7916666667,0
44997.8020833333,0
44997.8125000000,0
44997.8229166667,0
44997.8333333333,0
44997.8437500000,0
44997.8541666667,0
44997.8645833333,0
44997.8750000000,0
44998.3541666667,95
44998.3645833333,53
44998.3750000000,115
44998.3854166667,124
44998.3958333333,132
44998.4062500000,113
44998.4166666667,124
44998.4270833333,141
44998.4375000000,127
44998.4479166667,125
44998.4583333333,142
44998.4687500000,128
44998.4791666667,133
44998.4895833333,133
44998.5000000000,142
44998.5104166667,133
44998.5208333333,128
44998.5312500000,132
44998.5416666667,136
44998.5520833333,117
44998.5625000000,135
44998.5729166667,108
44998.5833333333,118
44998.5937500000,122
44998.6041666667,145
44998.6145833333,125
44998.6250000000,109
44998.6354166667,131
44998.6458333333,109
44998.6562500000,123
44998.6666666667,114
44998.6770833333,103
44998.6875000000,96
44998.6979166667,119
44998.7083333333,100
44998.7187500000,128
44998.7291666667,92
44998.7395833333,97
44998.7500000000,104
44998.7604166667,97
44998.7708333333,65
44998.7812500000,94
44998.7916666667,61
44998.8020833333,64
44998.8125000000,58
44998.8229166667,50
44998.8333333333,39
44998.8437500000,43
44998.8541666667,36
44998.8645833333,29
44998.8750000000,0
44999.3541666667,55
44999.3645833333,42
44999.3750000000,95
44999.3854166667,94
44999.3958333333,100
44999.4062500000,105
44999.4166666667,102
44999.4270833333,119
44999.4375000000,119
44999.4479166667,126
44999.4583333333,101
44999.4687500000,121
44999.4791666667,137
44999.4895833333,113
44999.5000000000,115
44999.5104166667,124
44999.5208333333,114
44999.5312500000,108
44999.5416666667,111
44999.5520833333,106
44999.5625000000,130
44999.5729166667,99
44999.5833333333,114
44999.5937500000,103
44999.6041666667,111
44999.6145833333,124
44999.6250000000,121
44999.6354166667,89
44999.6458333333,96
44999.6562500000,105
44999.6666666667,98
44999.6770833333,105
44999.6875000000,100
44999.6979166667,92
44999.7083333333,89
44999.7187500000,87
44999.7291666667,77
44999.7395833333,85
44999.7500000000,85
44999.7604166667,70
44999.7708333333,96
44999.7812500000,81
44999.7916666667,63
44999.8020833333,45
44999.8125000000,49
44999.8229166667,34
44999.8333333333,42
44999.8437500000,51
44999.8541666667,25
44999.8645833333,28
44999.8750000000,0
45000.3541666667,66
45000.3645833333,51
45000.3750000000,76
45000.3854166667,92
45000.3958333333,95
45000.4062500000,83
45000.4166666667,93
45000.4270833333,97
45000.4375000000,141
45000.4479166667,136
45000.4583333333,116
45000.4687500000,119
45000.4791666667,134
45000.4895833333,108
45000.5000000000,118
45000.5104166667,125
45000.5208333333,133
45000.5312500000,111
45000.5416666667,112
45000.5520833333,114
45000.5625000000,137
45000.5729166667,113
45000.5833333333,109
45000.5937500000,104
45000.6041666667,103
45000.6145833333,100
45000.6250000000,108
45000.6354166667,117
45000.6458333333,108
45000.6562500000,104
45000.6666666667,94
45000.6770833333,115
45000.6875000000,134
45000.6979166667,89
45000.7083333333,106
45000.7187500000,82
45000.7291666667,91
45000.7395833333,94
45000.7500000000,80
45000.7604166667,97
45000.7708333333,100
45000.7812500000,71
45000.7916666667,53
45000.8020833333,61
45000.8125000000,72
45000.8229166667,45
45000.8333333333,46
45000.8437500000,41
45000.8541666667,36
45000.8645833333,30
45000.8750000000,0
45001.3541666667,75
45001.3645833333,59
45001.3750000000,77
45001.3854166667,79
45001.3958333333,98
45001.4062500000,80
45001.4166666667,108
45001.4270833333,99
45001.4375000000,111
45001.4479166667,106
45001.4583333333,121
45001.4687500000,161
45001.4791666667,170
45001.4895833333,121
45001.5000000000,97
45001.5104166667,94
45001.5208333333,107
45001.5312500000,123
45001.5416666667,115
45001.5520833333,105
45001.5625000000,94
45001.5729166667,109
45001.5833333333,102
45001.5937500000,90
45001.6041666667,87
45001.6145833333,100
45001.6250000000,109
45001.6354166667,102
45001.6458333333,96
45001.6562500000,101
45001.6666666667,102
45001.6770833333,106
45001.6875000000,83
45001.6979166667,97
45001.7083333333,101
45001.7187500000,88
45001.7291666667,86
45001.7395833333,91
45001.7500000000,101
45001.7604166667,79
45001.7708333333,82
45001.7812500000,58
45001.7916666667,53
45001.8020833333,55
45001.8125000000,50
45001.8229166667,45
45001.8333333333,30
45001.8437500000,44
45001.8541666667,40
45001.8645833333,40
45001.8750000000,0
45002.3541666667,61
45002.3645833333,63
45002.3750000000,78
45002.3854166667,82
45002.3958333333,96
45002.4062500000,101
45002.4166666667,83
45002.4270833333,106
45002.4375000000,105
45002.4479166667,97
45002.4583333333,107
45002.4687500000,104
45002.4791666667,130
45002.4895833333,131
45002.5000000000,161
45002.5104166667,163
45002.5208333333,140
45002.5312500000,176
45002.5416666667,207
45002.5520833333,208
45002.5625000000,209
45002.5729166667,174
45002.5833333333,165
45002.5937500000,150
45002.6041666667,153
45002.6145833333,143
45002.6250000000,140
45002.6354166667,120
45002.6458333333,134
45002.6562500000,72
45002.6666666667,164
45002.6770833333,131
45002.6875000000,106
45002.6979166667,110
45002.7083333333,96
45002.7187500000,124
45002.7291666667,110
45002.7395833333,92
45002.7500000000,102
45002.7604166667,111
45002.7708333333,96
45002.7812500000,96
45002.7916666667,71
45002.8020833333,79
45002.8125000000,70
45002.8229166667,62
45002.8333333333,63
45002.8437500000,44
45002.8541666667,45
45002.8645833333,39
45002.8750000000,0
45003.3541666667,0
45003.3645833333,0
45003.3750000000,103
45003.3854166667,84
45003.3958333333,75
45003.4062500000,85
45003.4166666667,92
45003.4270833333,79
45003.4375000000,79
45003.4479166667,76
45003.4583333333,86
45003.4687500000,101
45003.4791666667,87
45003.4895833333,109
45003.5000000000,88
45003.5104166667,83
45003.5208333333,90
45003.5312500000,78
45003.5416666667,90
45003.5520833333,74
45003.5625000000,60
45003.5729166667,76
45003.5833333333,72
45003.5937500000,72
45003.6041666667,76
45003.6145833333,75
45003.6250000000,61
45003.6354166667,72
45003.6458333333,66
45003.6562500000,56
45003.6666666667,48
45003.6770833333,57
45003.6875000000,63
45003.6979166667,52
45003.7083333333,0
45003.7187500000,0
45003.7291666667,0
45003.7395833333,0
45003.7500000000,0
45003.7604166667,0
45003.7708333333,0
45003.7812500000,0
45003.7916666667,0
45003.8020833333,0
45003.8125000000,0
45003.8229166667,0
45003.8333333333,0
45003.8437500000,0
45003.8541666667,0
45003.8645833333,0
45003.8750000000,0
45004.3541666667,0
45004.3645833333,0
45004.3750000000,49
45004.3854166667,39
45004.3958333333,40
45004.4062500000,55
45004.4166666667,45
45004.4270833333,40
45004.4375000000,53
45004.4479166667,61
45004.4583333333,42
45004.4687500000,50
45004.4791666667,52
45004.4895833333,44
45004.5000000000,51
45004.5104166667,51
45004.5208333333,50
45004.5312500000,64
45004.5416666667,46
45004.5520833333,39
45004.5625000000,40
45004.5729166667,38
45004.5833333333,39
45004.5937500000,44
45004.6041666667,41
45004.6145833333,56
45004.6250000000,39
45004.6354166667,42
45004.6458333333,35
45004.6562500000,44
45004.6666666667,37
45004.6770833333,40
45004.6875000000,36
45004.6979166667,35
45004.7083333333,0
45004.7187500000,0
45004.7291666667,0
45004.7395833333,0
45004.7500000000,0
45004.7604166667,0
45004.7708333333,0
45004.7812500000,0
45004.7916666667,0
45004.8020833333,0
45004.8125000000,0
45004.8229166667,0
45004.8333333333,0
45004.8437500000,0
45004.8541666667,0
45004.8645833333,0
45004.8750000000,0
45005.3541666667,96
45005.3645833333,89
45005.3750000000,110
45005.3854166667,117
45005.3958333333,137
45005.4062500000,117
45005.4166666667,129
45005.4270833333,125
45005.4375000000,153
45005.4479166667,152
45005.4583333333,139
45005.4687500000,122
45005.4791666667,126
45005.4895833333,150
45005.5000000000,154
45005.5104166667,133
45005.5208333333,139
45005.5312500000,140
45005.5416666667,141
45005.5520833333,127
45005.5625000000,134
45005.5729166667,123
45005.5833333333,133
45005.5937500000,39
45005.6041666667,172
45005.6145833333,121
45005.6250000000,146
45005.6354166667,117
45005.6458333333,122
45005.6562500000,112
45005.6666666667,115
45005.6770833333,133
45005.6875000000,131
45005.6979166667,112
45005.7083333333,29
45005.7187500000,83
45005.7291666667,136
45005.7395833333,92
45005.7500000000,93
45005.7604166667,100
45005.7708333333,100
45005.7812500000,86
45005.7916666667,77
45005.8020833333,73
45005.8125000000,57
45005.8229166667,67
45005.8333333333,46
45005.8437500000,45
45005.8541666667,49
45005.8645833333,42
45005.8750000000,1
45006.3541666667,71
45006.3645833333,71
45006.3750000000,87
45006.3854166667,99
45006.3958333333,90
45006.4062500000,100
45006.4166666667,111
45006.4270833333,92
45006.4375000000,129
45006.4479166667,119
45006.4583333333,115
45006.4687500000,114
45006.4791666667,129
45006.4895833333,128
45006.5000000000,139
45006.5104166667,128
45006.5208333333,116
45006.5312500000,123
45006.5416666667,131
45006.5520833333,103
45006.5625000000,109
45006.5729166667,113
45006.5833333333,116
45006.5937500000,105
45006.6041666667,110
45006.6145833333,84
45006.6250000000,110
45006.6354166667,117
45006.6458333333,97
45006.6562500000,89
45006.6666666667,109
45006.6770833333,126
45006.6875000000,115
45006.6979166667,79
45006.7083333333,91
45006.7187500000,110
45006.7291666667,84
45006.7395833333,75
45006.7500000000,76
45006.7604166667,84
45006.7708333333,82
45006.7812500000,83
45006.7916666667,71
45006.8020833333,73
45006.8125000000,59
45006.8229166667,66
45006.8333333333,38
45006.8437500000,50
45006.8541666667,41
45006.8645833333,31
45006.8750000000,1
45007.3541666667,74
45007.3645833333,74
45007.3750000000,72
45007.3854166667,102
45007.3958333333,93
45007.4062500000,93
45007.4166666667,110
45007.4270833333,124
45007.4375000000,112
45007.4479166667,96
45007.4583333333,123
45007.4687500000,123
45007.4791666667,101
45007.4895833333,102
45007.5000000000,116
45007.5104166667,117
45007.5208333333,116
45007.5312500000,107
45007.5416666667,96
45007.5520833333,116
45007.5625000000,97
45007.5729166667,115
45007.5833333333,118
45007.5937500000,113
45007.6041666667,87
45007.6145833333,87
45007.6250000000,90
45007.6354166667,78
45007.6458333333,100
45007.6562500000,104
45007.6666666667,96
45007.6770833333,106
45007.6875000000,106
45007.6979166667,88
45007.7083333333,85
45007.7187500000,71
45007.7291666667,107
45007.7395833333,89
45007.7500000000,80
45007.7604166667,83
45007.7708333333,66
45007.7812500000,82
45007.7916666667,66
45007.8020833333,63
45007.8125000000,49
45007.8229166667,49
45007.8333333333,56
45007.8437500000,40
45007.8541666667,36
45007.8645833333,39
45007.8750000000,0
45008.3541666667,70
45008.3645833333,59
45008.3750000000,79
45008.3854166667,68
45008.3958333333,84
45008.4062500000,85
45008.4166666667,101
45008.4270833333,90
45008.4375000000,115
45008.4479166667,94
45008.4583333333,95
45008.4687500000,119
45008.4791666667,102
45008.4895833333,98
45008.5000000000,107
45008.5104166667,97
45008.5208333333,110
45008.5312500000,127
45008.5416666667,94
45008.5520833333,104
45008.5625000000,99
45008.5729166667,98
45008.5833333333,99
45008.5937500000,95
45008.6041666667,79
45008.6145833333,91
45008.6250000000,93
45008.6354166667,93
45008.6458333333,89
45008.6562500000,94
45008.6666666667,90
45008.6770833333,109
45008.6875000000,83
45008.6979166667,90
45008.7083333333,85
45008.7187500000,88
45008.7291666667,79
45008.7395833333,76
45008.7500000000,65
45008.7604166667,71
45008.7708333333,66
45008.7812500000,74
45008.7916666667,65
45008.8020833333,61
45008.8125000000,53
45008.8229166667,52
45008.8333333333,59
45008.8437500000,45
45008.8541666667,36
45008.8645833333,26
45008.8750000000,0
45009.3541666667,105
45009.3645833333,51
45009.3750000000,83
45009.3854166667,81
45009.3958333333,96
45009.4062500000,90
45009.4166666667,121
45009.4270833333,111
45009.4375000000,104
45009.4479166667,88
45009.4583333333,109
45009.4687500000,131
45009.4791666667,102
45009.4895833333,109
45009.5000000000,95
45009.5104166667,115
45009.5208333333,125
45009.5312500000,113
45009.5416666667,95
45009.5520833333,115
45009.5625000000,112
45009.5729166667,104
45009.5833333333,127
45009.5937500000,133
45009.6041666667,122
45009.6145833333,104
45009.6250000000,116
45009.6354166667,126
45009.6458333333,112
45009.6562500000,117
45009.6666666667,113
45009.6770833333,103
45009.6875000000,101
45009.6979166667,106
45009.7083333333,86
45009.7187500000,84
45009.7291666667,95
45009.7395833333,86
45009.7500000000,95
45009.7604166667,79
45009.7708333333,74
45009.7812500000,77
45009.7916666667,69
45009.8020833333,54
45009.8125000000,53
45009.8229166667,66
45009.8333333333,47
45009.8437500000,45
45009.8541666667,50
45009.8645833333,44
45009.8750000000,1
45010.3541666667,0
45010.3645833333,0
45010.3750000000,88
45010.3854166667,62
45010.3958333333,59
45010.4062500000,75
45010.4166666667,70
45010.4270833333,84
45010.4375000000,99
45010.4479166667,81
45010.4583333333,85
45010.4687500000,74
45010.4791666667,76
45010.4895833333,91
45010.5000000000,93
45010.5104166667,72
45010.5208333333,77
45010.5312500000,83
45010.5416666667,72
45010.5520833333,66
45010.5625000000,66
45010.5729166667,84
45010.5833333333,70
45010.5937500000,71
45010.6041666667,86
45010.6145833333,69
45010.6250000000,59
45010.6354166667,44
45010.6458333333,65
45010.6562500000,46
45010.6666666667,46
45010.6770833333,57
45010.6875000000,66
45010.6979166667,46
45010.7083333333,0
45010.7187500000,0
45010.7291666667,0
45010.7395833333,0
45010.7500000000,0
45010.7604166667,0
45010.7708333333,0
45010.7812500000,0
45010.7916666667,0
45010.8020833333,0
45010.8125000000,0
45010.8229166667,0
45010.8333333333,0
45010.8437500000,0
45010.8541666667,0
45010.8645833333,0
45010.8750000000,0
45011.3541666667,0
45011.3645833333,0
45011.3750000000,56
45011.3854166667,37
45011.3958333333,31
45011.4062500000,31
45011.4166666667,47
45011.4270833333,46
45011.4375000000,35
45011.4479166667,38
45011.4583333333,45
45011.4687500000,58
45011.4791666667,43
45011.4895833333,54
45011.5000000000,39
45011.5104166667,39
45011.5208333333,50
45011.5312500000,47
45011.5416666667,50
45011.5520833333,42
45011.5625000000,47
45011.5729166667,39
45011.5833333333,40
45011.5937500000,42
45011.6041666667,42
45011.6145833333,27
45011.6250000000,34
45011.6354166667,46
45011.6458333333,28
45011.6562500000,41
45011.6666666667,37
45011.6770833333,31
45011.6875000000,24
45011.6979166667,35
45011.7083333333,0
45011.7187500000,0
45011.7291666667,0
45011.7395833333,0
45011.7500000000,0
45011.7604166667,0
45011.7708333333,0
45011.7812500000,0
45011.7916666667,0
45011.8020833333,0
