time,call
45120.3645833333,52
45120.3750000000,65
45120.3854166667,100
45120.3958333333,86
45120.4062500000,74
45120.4166666667,88
45120.4270833333,117
45120.4375000000,111
45120.4479166667,114
45120.4583333333,123
45120.4687500000,120
45120.4791666667,86
45120.4895833333,93
45120.5000000000,91
45120.5104166667,129
45120.5208333333,129
45120.5312500000,109
45120.5416666667,106
45120.5520833333,127
45120.5625000000,108
45120.5729166667,113
45120.5833333333,119
45120.5937500000,103
45120.6041666667,89
45120.6145833333,106
45120.6250000000,108
45120.6354166667,90
45120.6458333333,114
45120.6562500000,105
45120.6666666667,107
45120.6770833333,106
45120.6875000000,89
45120.6979166667,108
45120.7083333333,81
45120.7187500000,75
45120.7291666667,89
45120.7395833333,77
45120.7500000000,76
45120.7604166667,68
45120.7708333333,72
45120.7812500000,69
45120.7916666667,63
45120.8020833333,59
45120.8125000000,44
45120.8229166667,48
45120.8333333333,51
45120.8437500000,41
45120.8541666667,31
45120.8645833333,32
45120.8750000000,0
45121.3541666667,68
45121.3645833333,56
45121.3750000000,68
45121.3854166667,67
45121.3958333333,95
45121.4062500000,87
45121.4166666667,104
45121.4270833333,116
45121.4375000000,119
45121.4479166667,108
45121.4583333333,109
45121.4687500000,115
45121.4791666667,136
45121.4895833333,108
45121.5000000000,137
45121.5104166667,126
45121.5208333333,127
45121.5312500000,150
45121.5416666667,120
45121.5520833333,125
45121.5625000000,125
45121.5729166667,114
45121.5833333333,126
45121.5937500000,115
45121.6041666667,103
45121.6145833333,102
45121.6250000000,103
45121.6354166667,109
45121.6458333333,101
45121.6562500000,75
45121.6666666667,95
45121.6770833333,88
45121.6875000000,111
45121.6979166667,88
45121.7083333333,100
45121.7187500000,89
45121.7291666667,99
45121.7395833333,95
45121.7500000000,70
45121.7604166667,58
45121.7708333333,65
45121.7812500000,77
45121.7916666667,60
45121.8020833333,56
45121.8125000000,57
45121.8229166667,51
45121.8333333333,49
45121.8437500000,35
45121.8541666667,40
45121.8645833333,40
45121.8750000000,0
45122.3541666667,0
45122.3645833333,0
45122.3750000000,74
45122.3854166667,60
45122.3958333333,65
45122.4062500000,67
45122.4166666667,62
45122.4270833333,63
45122.4375000000,81
45122.4479166667,69
45122.4583333333,71
45122.4687500000,66
45122.4791666667,65
45122.4895833333,65
45122.5000000000,77
45122.5104166667,58
45122.5208333333,62
45122.5312500000,69
45122.5416666667,62
45122.5520833333,46
45122.5625000000,43
45122.5729166667,47
45122.5833333333,53
45122.5937500000,48
45122.6041666667,53
45122.6145833333,53
45122.6250000000,45
45122.6354166667,58
45122.6458333333,49
45122.6562500000,42
45122.6666666667,56
45122.6770833333,43
45122.6875000000,48
45122.6979166667,30
45122.7083333333,31
45122.7187500000,38
45122.7291666667,26
45122.7395833333,37
45122.7500000000,0
45122.7604166667,0
45122.7708333333,0
45122.7812500000,0
45122.7916666667,0
45122.8020833333,0
45122.8125000000,0
45122.8229166667,0
45122.8333333333,0
45122.8437500000,0
45122.8541666667,0
45122.8645833333,0
45122.8750000000,0
45123.3541666667,0
45123.3645833333,0
45123.3750000000,31
45123.3854166667,35
45123.3958333333,35
45123.4062500000,37
45123.4166666667,34
45123.4270833333,43
45123.4375000000,48
45123.4479166667,46
45123.4583333333,40
45123.4687500000,32
45123.4791666667,34
45123.4895833333,43
45123.5000000000,46
45123.5104166667,35
45123.5208333333,25
45123.5312500000,44
45123.5416666667,51
45123.5520833333,40
45123.5625000000,49
45123.5729166667,34
45123.5833333333,36
45123.5937500000,35
45123.6041666667,26
45123.6145833333,38
45123.6250000000,36
45123.6354166667,36
45123.6458333333,31
45123.6562500000,23
45123.6666666667,46
45123.6770833333,42
45123.6875000000,31
45123.6979166667,25
45123.7083333333,23
45123.7187500000,22
45123.7291666667,21
45123.7395833333,18
45123.7500000000,0
45123.7604166667,0
45123.7708333333,0
45123.7812500000,0
45123.7916666667,0
45123.8020833333,0
45123.8125000000,0
45123.8229166667,0
45123.8333333333,0
45123.8437500000,0
45123.8541666667,0
45123.8645833333,0
45123.8750000000,0
45124.3541666667,60
45124.3645833333,62
45124.3750000000,101
45124.3854166667,101
45124.3958333333,77
45124.4062500000,101
45124.4166666667,126
45124.4270833333,97
45124.4375000000,129
45124.4479166667,121
45124.4583333333,134
45124.4687500000,135
45124.4791666667,119
45124.4895833333,108
45124.5000000000,133
45124.5104166667,109
45124.5208333333,98
45124.5312500000,127
45124.5416666667,116
45124.5520833333,131
45124.5625000000,128
45124.5729166667,142
45124.5833333333,126
45124.5937500000,128
45124.6041666667,113
45124.6145833333,95
45124.6250000000,96
45124.6354166667,128
45124.6458333333,103
45124.6562500000,86
45124.6666666667,118
45124.6770833333,102
45124.6875000000,94
45124.6979166667,76
45124.7083333333,79
45124.7187500000,88
45124.7291666667,90
45124.7395833333,92
45124.7500000000,76
45124.7604166667,80
45124.7708333333,73
45124.7812500000,69
45124.7916666667,54
45124.8020833333,54
45124.8125000000,44
45124.8229166667,50
45124.8333333333,44
45124.8437500000,39
45124.8541666667,39
45124.8645833333,31
45124.8750000000,0
45125.3541666667,64
45125.3645833333,52
45125.3750000000,78
45125.3854166667,77
45125.3958333333,104
45125.4062500000,96
45125.4166666667,86
45125.4270833333,112
45125.4375000000,110
45125.4479166667,96
45125.4583333333,122
45125.4687500000,122
45125.4791666667,100
45125.4895833333,120
45125.5000000000,104
45125.5104166667,100
45125.5208333333,105
45125.5312500000,115
45125.5416666667,112
45125.5520833333,88
45125.5625000000,130
45125.5729166667,100
45125.5833333333,105
45125.5937500000,120
45125.6041666667,113
45125.6145833333,103
45125.6250000000,107
45125.6354166667,121
45125.6458333333,91
45125.6562500000,118
45125.6666666667,97
45125.6770833333,98
45125.6875000000,96
45125.6979166667,96
45125.7083333333,89
45125.7187500000,85
45125.7291666667,96
45125.7395833333,82
45125.7500000000,89
45125.7604166667,78
45125.7708333333,80
45125.7812500000,63
45125.7916666667,62
45125.8020833333,50
45125.8125000000,60
45125.8229166667,47
45125.8333333333,46
45125.8437500000,42
45125.8541666667,43
45125.8645833333,41
45125.8750000000,0
45126.3541666667,75
45126.3645833333,61
45126.3750000000,88
45126.3854166667,102
45126.3958333333,113
45126.4062500000,100
45126.4166666667,126
45126.4270833333,123
45126.4375000000,159
45126.4479166667,145
45126.4583333333,142
45126.4687500000,145
45126.4791666667,149
45126.4895833333,164
45126.5000000000,158
45126.5104166667,148
45126.5208333333,163
45126.5312500000,197
45126.5416666667,161
45126.5520833333,188
45126.5625000000,192
45126.5729166667,195
45126.5833333333,182
45126.5937500000,201
45126.6041666667,189
45126.6145833333,195
45126.6250000000,186
45126.6354166667,196
45126.6458333333,179
45126.6562500000,210
45126.6666666667,174
45126.6770833333,172
45126.6875000000,150
45126.6979166667,143
45126.7083333333,139
45126.7187500000,143
45126.7291666667,137
45126.7395833333,119
45126.7500000000,106
45126.7604166667,114
45126.7708333333,94
45126.7812500000,71
45126.7916666667,80
45126.8020833333,84
45126.8125000000,84
45126.8229166667,84
45126.8333333333,61
45126.8437500000,53
45126.8541666667,72
45126.8645833333,47
45126.8750000000,0
45127.3541666667,94
45127.3645833333,73
45127.3750000000,97
45127.3854166667,119
45127.3958333333,89
45127.4062500000,130
45127.4166666667,129
45127.4270833333,144
45127.4375000000,141
45127.4479166667,152
45127.4583333333,120
45127.4687500000,163
45127.4791666667,127
45127.4895833333,143
45127.5000000000,180
45127.5104166667,148
45127.5208333333,160
45127.5312500000,130
45127.5416666667,131
45127.5520833333,182
45127.5625000000,134
45127.5729166667,164
45127.5833333333,132
45127.5937500000,142
45127.6041666667,101
45127.6145833333,121
45127.6250000000,126
45127.6354166667,117
45127.6458333333,132
45127.6562500000,143
45127.6666666667,133
45127.6770833333,152
45127.6875000000,126
45127.6979166667,134
45127.7083333333,116
45127.7187500000,102
45127.7291666667,107
45127.7395833333,99
45127.7500000000,91
45127.7604166667,92
45127.7708333333,87
45127.7812500000,58
45127.7916666667,76
45127.8020833333,77
45127.8125000000,66
45127.8229166667,65
45127.8333333333,50
45127.8437500000,55
45127.8541666667,67
45127.8645833333,37
45127.8750000000,0
45128.3541666667,81
45128.3645833333,52
45128.3750000000,90
45128.3854166667,88
45128.3958333333,109
45128.4062500000,100
45128.4166666667,121
45128.4270833333,112
45128.4375000000,114
45128.4479166667,141
45128.4583333333,135
45128.4687500000,154
45128.4791666667,122
45128.4895833333,149
45128.5000000000,150
45128.5104166667,144
45128.5208333333,173
45128.5312500000,180
45128.5416666667,225
45128.5520833333,202
45128.5625000000,178
45128.5729166667,146
45128.5833333333,176
45128.5937500000,173
45128.6041666667,152
45128.6145833333,135
45128.6250000000,133
45128.6354166667,153
45128.6458333333,137
45128.6562500000,126
45128.6666666667,127
45128.6770833333,161
45128.6875000000,135
45128.6979166667,121
45128.7083333333,105
45128.7187500000,109
45128.7291666667,106
45128.7395833333,108
45128.7500000000,91
45128.7604166667,89
45128.7708333333,73
45128.7812500000,60
45128.7916666667,78
45128.8020833333,75
45128.8125000000,55
45128.8229166667,49
45128.8333333333,52
45128.8437500000,45
45128.8541666667,47
45128.8645833333,27
45128.8750000000,0
45129.3541666667,0
45129.3645833333,0
45129.3750000000,94
45129.3854166667,74
45129.3958333333,66
45129.4062500000,64
45129.4166666667,79
45129.4270833333,66
45129.4375000000,80
45129.4479166667,68
45129.4583333333,92
45129.4687500000,83
45129.4791666667,69
45129.4895833333,76
45129.5000000000,76
45129.5104166667,66
45129.5208333333,68
45129.5312500000,92
45129.5416666667,83
45129.5520833333,67
45129.5625000000,60
45129.5729166667,78
45129.5833333333,76
45129.5937500000,65
45129.6041666667,75
45129.6145833333,56
45129.6250000000,65
45129.6354166667,76
45129.6458333333,48
45129.6562500000,68
45129.6666666667,47
45129.6770833333,54
45129.6875000000,57
45129.6979166667,52
45129.7083333333,52
45129.7187500000,58
45129.7291666667,34
45129.7395833333,36
45129.7500000000,0
45129.7604166667,0
45129.7708333333,0
45129.7812500000,0
45129.7916666667,0
45129.8020833333,0
45129.8125000000,0
45129.8229166667,0
45129.8333333333,0
45129.8437500000,0
45129.8541666667,0
45129.8645833333,0
45129.8750000000,0
45130.3541666667,0
45130.3645833333,0
45130.3750000000,63
45130.3854166667,35
45130.3958333333,41
45130.4062500000,29
45130.4166666667,47
45130.4270833333,43
45130.4375000000,44
45130.4479166667,50
45130.4583333333,57
45130.4687500000,62
45130.4791666667,53
45130.4895833333,42
45130.5000000000,55
45130.5104166667,53
45130.5208333333,51
45130.5312500000,45
45130.5416666667,57
45130.5520833333,49
45130.5625000000,42
45130.5729166667,54
45130.5833333333,51
45130.5937500000,38
45130.6041666667,44
45130.6145833333,50
45130.6250000000,43
45130.6354166667,44
45130.6458333333,41
45130.6562500000,47
45130.6666666667,40
45130.6770833333,51
45130.6875000000,42
45130.6979166667,47
45130.7083333333,33
45130.7187500000,30
45130.7291666667,34
45130.7395833333,26
45130.7500000000,0
45130.7604166667,0
45130.7708333333,0
45130.7812500000,0
45130.7916666667,0
45130.8020833333,0
45130.8125000000,0
45130.8229166667,0
45130.8333333333,0
45130.8437500000,0
45130.8541666667,0
45130.8645833333,0
45130.8750000000,0
45131.3541666667,83
45131.3645833333,59
45131.3750000000,92
45131.3854166667,108
45131.3958333333,122
45131.4062500000,112
45131.4166666667,135
45131.4270833333,126
45131.4375000000,120
45131.4479166667,135
45131.4583333333,132
45131.4687500000,143
45131.4791666667,153
45131.4895833333,160
45131.5000000000,150
45131.5104166667,127
45131.5208333333,149
45131.5312500000,142
45131.5416666667,132
45131.5520833333,151
45131.5625000000,127
45131.5729166667,124
45131.5833333333,120
45131.5937500000,122
45131.6041666667,145
45131.6145833333,126
45131.6250000000,120
45131.6354166667,131
45131.6458333333,132
45131.6562500000,120
45131.6666666667,114
45131.6770833333,114
45131.6875000000,106
45131.6979166667,102
45131.7083333333,106
45131.7187500000,83
45131.7291666667,98
45131.7395833333,105
45131.7500000000,83
45131.7604166667,73
45131.7708333333,82
45131.7812500000,87
45131.7916666667,82
45131.8020833333,68
45131.8125000000,69
45131.8229166667,59
45131.8333333333,43
45131.8437500000,51
45131.8541666667,55
45131.8645833333,37
45131.8750000000,0
45132.3541666667,60
45132.3645833333,61
45132.3750000000,101
45132.3854166667,107
45132.3958333333,90
45132.4062500000,87
45132.4166666667,123
45132.4270833333,107
45132.4375000000,136
45132.4479166667,129
45132.4583333333,120
45132.4687500000,130
45132.4791666667,139
45132.4895833333,154
45132.5000000000,154
45132.5104166667,148
45132.5208333333,157
45132.5312500000,144
45132.5416666667,112
45132.5520833333,128
45132.5625000000,130
45132.5729166667,111
45132.5833333333,147
45132.5937500000,116
45132.6041666667,142
45132.6145833333,131
45132.6250000000,124
45132.6354166667,122
45132.6458333333,116
45132.6562500000,113
45132.6666666667,102
45132.6770833333,104
45132.6875000000,104
45132.6979166667,99
45132.7083333333,96
45132.7187500000,100
45132.7291666667,103
45132.7395833333,101
45132.7500000000,87
45132.7604166667,91
45132.7708333333,84
45132.7812500000,73
45132.7916666667,71
45132.8020833333,69
45132.8125000000,63
45132.8229166667,74
45132.8333333333,55
45132.8437500000,43
45132.8541666667,41
45132.8645833333,44
45132.8750000000,0
45133.3541666667,78
45133.3645833333,64
45133.3750000000,93
45133.3854166667,93
45133.3958333333,108
45133.4062500000,118
45133.4166666667,115
45133.4270833333,122
45133.4375000000,131
45133.4479166667,124
45133.4583333333,110
45133.4687500000,129
45133.4791666667,149
45133.4895833333,121
45133.5000000000,137
45133.5104166667,137
45133.5208333333,115
45133.5312500000,108
45133.5416666667,120
45133.5520833333,114
45133.5625000000,134
45133.5729166667,136
45133.5833333333,120
45133.5937500000,111
45133.6041666667,118
45133.6145833333,107
45133.6250000000,109
45133.6354166667,105
45133.6458333333,115
45133.6562500000,92
45133.6666666667,114
45133.6770833333,102
45133.6875000000,94
45133.6979166667,89
45133.7083333333,74
45133.7187500000,86
45133.7291666667,91
45133.7395833333,93
45133.7500000000,82
45133.7604166667,87
45133.7708333333,70
45133.7812500000,66
45133.7916666667,60
45133.8020833333,59
45133.8125000000,55
45133.8229166667,52
45133.8333333333,36
45133.8437500000,40
45133.8541666667,40
45133.8645833333,47
45133.8750000000,0
45134.3541666667,65
45134.3645833333,58
45134.3750000000,94
45134.3854166667,86
45134.3958333333,91
45134.4062500000,85
45134.4166666667,98
45134.4270833333,108
45134.4375000000,110
45134.4479166667,106
45134.4583333333,130
45134.4687500000,115
45134.4791666667,107
45134.4895833333,132
45134.5000000000,101
45134.5104166667,114
45134.5208333333,115
45134.5312500000,111
45134.5416666667,117
45134.5520833333,92
45134.5625000000,115
45134.5729166667,97
45134.5833333333,122
45134.5937500000,122
45134.6041666667,98
45134.6145833333,114
45134.6250000000,90
45134.6354166667,105
45134.6458333333,102
45134.6562500000,98
45134.6666666667,113
45134.6770833333,74
45134.6875000000,108
45134.6979166667,100
45134.7083333333,87
45134.7187500000,98
45134.7291666667,75
45134.7395833333,74
45134.7500000000,75
45134.7604166667,46
45134.7708333333,55
45134.7812500000,69
45134.7916666667,49
45134.8020833333,58
45134.8125000000,48
45134.8229166667,52
45134.8333333333,44
45134.8437500000,53
45134.8541666667,30
45134.8645833333,29
45134.8750000000,0
45135.3541666667,67
45135.3645833333,35
45135.3750000000,77
45135.3854166667,60
45135.3958333333,88
45135.4062500000,84
45135.4166666667,97
45135.4270833333,80
45135.4375000000,107
45135.4479166667,97
45135.4583333333,105
45135.4687500000,101
45135.4791666667,135
45135.4895833333,96
45135.5000000000,78
45135.5104166667,108
45135.5208333333,107
45135.5312500000,128
45135.5416666667,105
45135.5520833333,83
45135.5625000000,100
45135.5729166667,89
45135.5833333333,91
45135.5937500000,110
45135.6041666667,92
45135.6145833333,98
45135.6250000000,92
45135.6354166667,102
45135.6458333333,102
45135.6562500000,114
45135.6666666667,109
45135.6770833333,97
45135.6875000000,95
45135.6979166667,68
45135.7083333333,85
45135.7187500000,105
45135.7291666667,76
45135.7395833333,97
45135.7500000000,62
45135.7604166667,74
45135.7708333333,73
45135.7812500000,56
45135.7916666667,47
45135.8020833333,52
45135.8125000000,55
45135.8229166667,42
45135.8333333333,38
45135.8437500000,44
45135.8541666667,27
45135.8645833333,19
45135.8750000000,0
45136.3541666667,0
45136.3645833333,0
45136.3750000000,50
45136.3854166667,40
45136.3958333333,43
45136.4062500000,52
45136.4166666667,49
45136.4270833333,61
45136.4375000000,50
45136.4479166667,58
45136.4583333333,58
45136.4687500000,69
45136.4791666667,71
45136.4895833333,65
45136.5000000000,57
45136.5104166667,73
45136.5208333333,85
45136.5312500000,75
45136.5416666667,54
45136.5520833333,47
45136.5625000000,48
45136.5729166667,49
45136.5833333333,66
45136.5937500000,57
45136.6041666667,52
45136.6145833333,57
45136.6250000000,56
45136.6354166667,54
45136.6458333333,39
45136.6562500000,42
45136.6666666667,49
45136.6770833333,38
45136.6875000000,44
45136.6979166667,44
45136.7083333333,28
45136.7187500000,41
45136.7291666667,32
45136.7395833333,31
45136.7500000000,0
45136.7604166667,0
45136.7708333333,0
45136.7812500000,0
45136.7916666667,0
45136.8020833333,0
45136.8125000000,0
45136.8229166667,0
45136.8333333333,0
45136.8437500000,0
45136.8541666667,0
45136.8645833333,0
45136.8750000000,0
45137.3541666667,0
45137.3645833333,0
45137.3750000000,39
45137.3854166667,24
45137.3958333333,23
45137.4062500000,27
45137.4166666667,33
45137.4270833333,31
45137.4375000000,30
45137.4479166667,39
45137.4583333333,30
45137.4687500000,51
45137.4791666667,42
45137.4895833333,47
45137.5000000000,37
45137.5104166667,44
45137.5208333333,44
45137.5312500000,31
45137.5416666667,42
45137.5520833333,33
45137.5625000000,47
45137.5729166667,42
45137.5833333333,31
45137.5937500000,33
45137.6041666667,29
45137.6145833333,43
45137.6250000000,43
45137.6354166667,37
45137.6458333333,33
45137.6562500000,39
45137.6666666667,26
45137.6770833333,23
45137.6875000000,30
45137.6979166667,25
45137.7083333333,28
45137.7187500000,22
45137.7291666667,25
45137.7395833333,25
45137.7500000000,0
45137.7604166667,0
45137.7708333333,0
45137.7812500000,0
45137.7916666667,0
45137.8020833333,0
45137.8125000000,0
45137.8229166667,0
45137.8333333333,0
45137.8437500000,0
45137.8541666667,0
45137.8645833333,0
45137.8750000000,0
45138.3541666667,66
45138.3645833333,53
45138.3750000000,96
45138.3854166667,89
45138.3958333333,108
45138.4062500000,101
45138.4166666667,101
45138.4270833333,103
45138.4375000000,118
45138.4479166667,126
45138.4583333333,112
45138.4687500000,102
45138.4791666667,104
45138.4895833333,100
45138.5000000000,130
45138.5104166667,94
45138.5208333333,114
45138.5312500000,108
45138.5416666667,113
45138.5520833333,129
45138.5625000000,130
45138.5729166667,112
45138.5833333333,109
45138.5937500000,112
45138.6041666667,92
45138.6145833333,102
45138.6250000000,102
45138.6354166667,103
45138.6458333333,121
45138.6562500000,129
45138.6666666667,121
45138.6770833333,111
45138.6875000000,119
45138.6979166667,123
45138.7083333333,115
45138.7187500000,106
45138.7291666667,105
45138.7395833333,92
45138.7500000000,92
45138.7604166667,77
45138.7708333333,72
45138.7812500000,65
45138.7916666667,58
45138.8020833333,51
45138.8125000000,70
45138.8229166667,63
45138.8333333333,46
45138.8437500000,34
45138.8541666667,31
45138.8645833333,29
45138.8750000000,0
45139.3541666667,87
45139.3645833333,71
45139.3750000000,84
45139.3854166667,103
45139.3958333333,92
45139.4062500000,87
45139.4166666667,107
45139.4270833333,103
45139.4375000000,114
45139.4479166667,114
45139.4583333333,129
45139.4687500000,111
45139.4791666667,247
45139.4895833333,209
45139.5000000000,203
45139.5104166667,197
45139.5208333333,165
45139.5312500000,157
45139.5416666667,150
45139.5520833333,133
45139.5625000000,122
45139.5729166667,128
45139.5833333333,120
45139.5937500000,123
45139.6041666667,128
45139.6145833333,118
45139.6250000000,111
45139.6354166667,110
45139.6458333333,97
45139.6562500000,110
45139.6666666667,114
45139.6770833333,99
45139.6875000000,106
45139.6979166667,117
45139.7083333333,102
45139.7187500000,106
45139.7291666667,94
45139.7395833333,91
45139.7500000000,83
45139.7604166667,79
45139.7708333333,78
45139.7812500000,78
45139.7916666667,60
45139.8020833333,61
45139.8125000000,59
45139.8229166667,47
45139.8333333333,33
45139.8437500000,63
45139.8541666667,42
45139.8645833333,32
45139.8750000000,1
45140.3541666667,62
45140.3645833333,50
45140.3750000000,80
45140.3854166667,90
45140.3958333333,101
45140.4062500000,119
45140.4166666667,142
45140.4270833333,127
45140.4375000000,115
45140.4479166667,87
45140.4583333333,112
45140.4687500000,106
45140.4791666667,128
45140.4895833333,135
45140.5000000000,142
45140.5104166667,128
45140.5208333333,115
45140.5312500000,115
45140.5416666667,126
45140.5520833333,123
45140.5625000000,114
45140.5729166667,123
45140.5833333333,111
45140.5937500000,115
45140.6041666667,102
45140.6145833333,103
45140.6250000000,111
45140.6354166667,110
45140.6458333333,97
45140.6562500000,118
45140.6666666667,94
45140.6770833333,93
45140.6875000000,99
45140.6979166667,84
45140.7083333333,85
45140.7187500000,93
45140.7291666667,93
45140.7395833333,83
45140.7500000000,59
45140.7604166667,77
45140.7708333333,66
45140.7812500000,57
45140.7916666667,57
45140.8020833333,79
45140.8125000000,66
45140.8229166667,49
45140.8333333333,55
45140.8437500000,32
45140.8541666667,46
45140.8645833333,35
45140.8750000000,0
45141.3541666667,72
45141.3645833333,53
45141.3750000000,133
45141.3854166667,156
45141.3958333333,130
45141.4062500000,148
45141.4166666667,157
45141.4270833333,133
45141.4375000000,133
45141.4479166667,111
45141.4583333333,125
45141.4687500000,111
45141.4791666667,109
45141.4895833333,113
45141.5000000000,120
45141.5104166667,137
45141.5208333333,135
45141.5312500000,102
45141.5416666667,141
45141.5520833333,119
45141.5625000000,140
45141.5729166667,126
45141.5833333333,154
45141.5937500000,124
45141.6041666667,108
45141.6145833333,155
45141.6250000000,116
45141.6354166667,114
45141.6458333333,115
45141.6562500000,109
45141.6666666667,97
45141.6770833333,77
45141.6875000000,67
45141.6979166667,94
45141.7083333333,67
45141.7187500000,101
45141.7291666667,94
45141.7395833333,75
45141.7500000000,70
45141.7604166667,78
45141.7708333333,73
45141.7812500000,73
45141.7916666667,51
45141.8020833333,57
45141.8125000000,54
45141.8229166667,38
45141.8333333333,49
45141.8437500000,38
45141.8541666667,39
45141.8645833333,29
45141.8750000000,0
45142.3541666667,86
45142.3645833333,67
45142.3750000000,93
45142.3854166667,87
45142.3958333333,98
45142.4062500000,75
45142.4166666667,104
45142.4270833333,92
45142.4375000000,103
45142.4479166667,122
45142.4583333333,116
45142.4687500000,129
45142.4791666667,128
45142.4895833333,141
45142.5000000000,129
45142.5104166667,117
45142.5208333333,105
45142.5312500000,129
45142.5416666667,132
45142.5520833333,122
45142.5625000000,123
45142.5729166667,99
45142.5833333333,108
45142.5937500000,102
45142.6041666667,107
45142.6145833333,96
45142.6250000000,105
45142.6354166667,108
45142.6458333333,131
45142.6562500000,119
45142.6666666667,85
45142.6770833333,113
45142.6875000000,100
45142.6979166667,78
45142.7083333333,84
45142.7187500000,92
45142.7291666667,96
45142.7395833333,63
45142.7500000000,63
45142.7604166667,87
45142.7708333333,60
45142.7812500000,70
45142.7916666667,64
45142.8020833333,54
45142.8125000000,44
45142.8229166667,51
45142.8333333333,37
45142.8437500000,33
45142.8541666667,31
45142.8645833333,30
45142.8750000000,0
45143.3541666667,0
45143.3645833333,0
45143.3750000000,74
45143.3854166667,41
45143.3958333333,54
45143.4062500000,54
45143.4166666667,59
45143.4270833333,57
45143.4375000000,62
45143.4479166667,63
45143.4583333333,66
45143.4687500000,53
45143.4791666667,68
45143.4895833333,70
45143.5000000000,88
45143.5104166667,72
45143.5208333333,67
45143.5312500000,56
45143.5416666667,45
45143.5520833333,40
45143.5625000000,58
45143.5729166667,49
45143.5833333333,57
45143.5937500000,41
45143.6041666667,39
45143.6145833333,44
45143.6250000000,53
45143.6354166667,39
45143.6458333333,48
45143.6562500000,38
45143.6666666667,38
45143.6770833333,36
45143.6875000000,26
45143.6979166667,42
45143.7083333333,42
45143.7187500000,25
45143.7291666667,43
45143.7395833333,36
45143.7500000000,0
45143.7604166667,0
45143.7708333333,0
45143.7812500000,0
45143.7916666667,0
45143.8020833333,0
45143.8125000000,0
45143.8229166667,0
45143.8333333333,0
45143.8437500000,0
45143.8541666667,0
45143.8645833333,0
45143.8750000000,0
45144.3541666667,0
45144.3645833333,0
45144.3750000000,42
45144.3854166667,29
45144.3958333333,37
45144.4062500000,28
45144.4166666667,33
45144.4270833333,40
45144.4375000000,30
45144.4479166667,41
45144.4583333333,40
45144.4687500000,35
45144.4791666667,36
45144.4895833333,42
45144.5000000000,53
45144.5104166667,38
45144.5208333333,48
45144.5312500000,39
45144.5416666667,31
45144.5520833333,33
45144.5625000000,34
45144.5729166667,36
45144.5833333333,27
45144.5937500000,25
45144.6041666667,32
45144.6145833333,30
45144.6250000000,32
45144.6354166667,37
45144.6458333333,33
45144.6562500000,27
45144.6666666667,27
45144.6770833333,20
45144.6875000000,31
45144.6979166667,29
45144.7083333333,23
45144.7187500000,15
45144.7291666667,30
45144.7395833333,21
45144.7500000000,0
45144.7604166667,0
45144.7708333333,0
45144.7812500000,0
45144.7916666667,0
45144.8020833333,0
45144.8125000000,0
45144.8229166667,0
45144.8333333333,0
45144.8437500000,0
45144.8541666667,0
45144.8645833333,0
45144.8750000000,0
45145.3541666667,68
45145.3645833333,46
45145.3750000000,79
45145.3854166667,95
45145.3958333333,103
45145.4062500000,113
45145.4166666667,122
45145.4270833333,103
45145.4375000000,122
45145.4479166667,135
45145.4583333333,141
45145.4687500000,139
45145.4791666667,156
45145.4895833333,143
45145.5000000000,126
45145.5104166667,142
45145.5208333333,128
45145.5312500000,141
45145.5416666667,133
45145.5520833333,146
45145.5625000000,133
45145.5729166667,111
45145.5833333333,131
45145.5937500000,117
45145.6041666667,132
45145.6145833333,127
45145.6250000000,143
45145.6354166667,116
45145.6458333333,108
45145.6562500000,122
45145.6666666667,113
45145.6770833333,104
45145.6875000000,104
45145.6979166667,108
45145.7083333333,92
45145.7187500000,99
45145.7291666667,83
45145.7395833333,81
45145.7500000000,79
45145.7604166667,88
45145.7708333333,70
45145.7812500000,71
45145.7916666667,65
45145.8020833333,46
45145.8125000000,41
45145.8229166667,41
45145.8333333333,46
45145.8437500000,38
45145.8541666667,36
45145.8645833333,27
45145.8750000000,0
45146.3541666667,74
45146.3645833333,53
45146.3750000000,68
45146.3854166667,73
45146.3958333333,96
45146.4062500000,103
45146.4166666667,108
45146.4270833333,115
45146.4375000000,115
45146.4479166667,106
45146.4583333333,122
45146.4687500000,131
45146.4791666667,109
45146.4895833333,127
45146.5000000000,124
45146.5104166667,121
45146.5208333333,136
45146.5312500000,130
45146.5416666667,123
45146.5520833333,118
45146.5625000000,120
45146.5729166667,119
45146.5833333333,104
45146.5937500000,136
45146.6041666667,130
45146.6145833333,119
45146.6250000000,107
45146.6354166667,105
45146.6458333333,108
45146.6562500000,115
45146.6666666667,133
45146.6770833333,104
45146.6875000000,118
45146.6979166667,112
45146.7083333333,101
45146.7187500000,96
45146.7291666667,90
45146.7395833333,73
45146.7500000000,62
45146.7604166667,82
45146.7708333333,78
45146.7812500000,82
45146.7916666667,63
45146.8020833333,58
45146.8125000000,58
45146.8229166667,51
45146.8333333333,41
45146.8437500000,42
45146.8541666667,50
45146.8645833333,25
45146.8750000000,0
45147.3541666667,75
45147.3645833333,56
45147.3750000000,82
45147.3854166667,72
45147.3958333333,102
45147.4062500000,87
45147.4166666667,113
45147.4270833333,124
45147.4375000000,118
45147.4479166667,115
45147.4583333333,112
45147.4687500000,130
45147.4791666667,138
45147.4895833333,108
45147.5000000000,136
45147.5104166667,127
45147.5208333333,140
45147.5312500000,118
45147.5416666667,105
45147.5520833333,111
45147.5625000000,127
45147.5729166667,106
45147.5833333333,109
