date,year,month,time,call,,,,date,
15,2023,6,10:45-11:00,91,,15/06/2023,10:45,45092,10:45:00
15,2023,6,11:00-11:15,102,,15/06/2023,11:00,45092,11:00:00
15,2023,6,11:15-11:30,102,,15/06/2023,11:15,45092,11:15:00
15,2023,6,11:30-11:45,106,,15/06/2023,11:30,45092,11:30:00
15,2023,6,11:45-12:00,93,,15/06/2023,11:45,45092,11:45:00
15,2023,6,12:00-12:15,93,,15/06/2023,12:00,45092,12:00:00
15,2023,6,12:15-12:30,106,,15/06/2023,12:15,45092,12:15:00
15,2023,6,12:30-12:45,105,,15/06/2023,12:30,45092,12:30:00
15,2023,6,12:45-13:00,88,,15/06/2023,12:45,45092,12:45:00
15,2023,6,13:00-13:15,106,,15/06/2023,13:00,45092,13:00:00
15,2023,6,13:15-13:30,98,,15/06/2023,13:15,45092,13:15:00
15,2023,6,13:30-13:45,112,,15/06/2023,13:30,45092,13:30:00
15,2023,6,13:45-14:00,95,,15/06/2023,13:45,45092,13:45:00
15,2023,6,14:00-14:15,98,,15/06/2023,14:00,45092,14:00:00
15,2023,6,14:15-14:30,99,,15/06/2023,14:15,45092,14:15:00
15,2023,6,14:30-14:45,92,,15/06/2023,14:30,45092,14:30:00
15,2023,6,14:45-15:00,105,,15/06/2023,14:45,45092,14:45:00
15,2023,6,15:00-15:15,109,,15/06/2023,15:00,45092,15:00:00
15,2023,6,15:15-15:30,111,,15/06/2023,15:15,45092,15:15:00
15,2023,6,15:30-15:45,93,,15/06/2023,15:30,45092,15:30:00
15,2023,6,15:45-16:00,89,,15/06/2023,15:45,45092,15:45:00
15,2023,6,16:00-16:15,96,,15/06/2023,16:00,45092,16:00:00
15,2023,6,16:15-16:30,84,,15/06/2023,16:15,45092,16:15:00
15,2023,6,16:30-16:45,90,,15/06/2023,16:30,45092,16:30:00
15,2023,6,16:45-17:00,104,,15/06/2023,16:45,45092,16:45:00
15,2023,6,17:00-17:15,104,,15/06/2023,17:00,45092,17:00:00
15,2023,6,17:15-17:30,70,,15/06/2023,17:15,45092,17:15:00
15,2023,6,17:30-17:45,103,,15/06/2023,17:30,45092,17:30:00
15,2023,6,17:45-18:00,91,,15/06/2023,17:45,45092,17:45:00
15,2023,6,18:00-18:15,66,,15/06/2023,18:00,45092,18:00:00
15,2023,6,18:15-18:30,59,,15/06/2023,18:15,45092,18:15:00
15,2023,6,18:30-18:45,50,,15/06/2023,18:30,45092,18:30:00
15,2023,6,18:45-19:00,76,,15/06/2023,18:45,45092,18:45:00
15,2023,6,19:00-19:15,68,,15/06/2023,19:00,45092,19:00:00
15,2023,6,19:15-19:30,58,,15/06/2023,19:15,45092,19:15:00
15,2023,6,19:30-19:45,47,,15/06/2023,19:30,45092,19:30:00
15,2023,6,19:45-20:00,63,,15/06/2023,19:45,45092,19:45:00
15,2023,6,20:00-20:15,49,,15/06/2023,20:00,45092,20:00:00
15,2023,6,20:15-20:30,37,,15/06/2023,20:15,45092,20:15:00
15,2023,6,20:30-20:45,58,,15/06/2023,20:30,45092,20:30:00
15,2023,6,20:45-21:00,27,,15/06/2023,20:45,45092,20:45:00
15,2023,6,21:00-21:15,0,,15/06/2023,21:00,45092,21:00:00
16,2023,6,08:30-08:45,59,,16/06/2023,08:30,45093,08:30:00
16,2023,6,08:45-09:00,63,,16/06/2023,08:45,45093,08:45:00
16,2023,6,09:00-09:15,73,,16/06/2023,09:00,45093,09:00:00
16,2023,6,09:15-09:30,89,,16/06/2023,09:15,45093,09:15:00
16,2023,6,09:30-09:45,89,,16/06/2023,09:30,45093,09:30:00
16,2023,6,09:45-10:00,90,,16/06/2023,09:45,45093,09:45:00
16,2023,6,10:00-10:15,91,,16/06/2023,10:00,45093,10:00:00
16,2023,6,10:15-10:30,94,,16/06/2023,10:15,45093,10:15:00
16,2023,6,10:30-10:45,108,,16/06/2023,10:30,45093,10:30:00
16,2023,6,10:45-11:00,93,,16/06/2023,10:45,45093,10:45:00
16,2023,6,11:00-11:15,89,,16/06/2023,11:00,45093,11:00:00
16,2023,6,11:15-11:30,135,,16/06/2023,11:15,45093,11:15:00
16,2023,6,11:30-11:45,111,,16/06/2023,11:30,45093,11:30:00
16,2023,6,11:45-12:00,128,,16/06/2023,11:45,45093,11:45:00
16,2023,6,12:00-12:15,112,,16/06/2023,12:00,45093,12:00:00
16,2023,6,12:15-12:30,130,,16/06/2023,12:15,45093,12:15:00
16,2023,6,12:30-12:45,92,,16/06/2023,12:30,45093,12:30:00
16,2023,6,12:45-13:00,109,,16/06/2023,12:45,45093,12:45:00
16,2023,6,13:00-13:15,90,,16/06/2023,13:00,45093,13:00:00
16,2023,6,13:15-13:30,142,,16/06/2023,13:15,45093,13:15:00
16,2023,6,13:30-13:45,117,,16/06/2023,13:30,45093,13:30:00
16,2023,6,13:45-14:00,112,,16/06/2023,13:45,45093,13:45:00
16,2023,6,14:00-14:15,117,,16/06/2023,14:00,45093,14:00:00
16,2023,6,14:15-14:30,130,,16/06/2023,14:15,45093,14:15:00
16,2023,6,14:30-14:45,104,,16/06/2023,14:30,45093,14:30:00
16,2023,6,14:45-15:00,119,,16/06/2023,14:45,45093,14:45:00
16,2023,6,15:00-15:15,104,,16/06/2023,15:00,45093,15:00:00
16,2023,6,15:15-15:30,109,,16/06/2023,15:15,45093,15:15:00
16,2023,6,15:30-15:45,115,,16/06/2023,15:30,45093,15:30:00
16,2023,6,15:45-16:00,113,,16/06/2023,15:45,45093,15:45:00
16,2023,6,16:00-16:15,115,,16/06/2023,16:00,45093,16:00:00
16,2023,6,16:15-16:30,103,,16/06/2023,16:15,45093,16:15:00
16,2023,6,16:30-16:45,100,,16/06/2023,16:30,45093,16:30:00
16,2023,6,16:45-17:00,113,,16/06/2023,16:45,45093,16:45:00
16,2023,6,17:00-17:15,100,,16/06/2023,17:00,45093,17:00:00
16,2023,6,17:15-17:30,106,,16/06/2023,17:15,45093,17:15:00
16,2023,6,17:30-17:45,92,,16/06/2023,17:30,45093,17:30:00
16,2023,6,17:45-18:00,82,,16/06/2023,17:45,45093,17:45:00
16,2023,6,18:00-18:15,92,,16/06/2023,18:00,45093,18:00:00
16,2023,6,18:15-18:30,80,,16/06/2023,18:15,45093,18:15:00
16,2023,6,18:30-18:45,67,,16/06/2023,18:30,45093,18:30:00
16,2023,6,18:45-19:00,80,,16/06/2023,18:45,45093,18:45:00
16,2023,6,19:00-19:15,71,,16/06/2023,19:00,45093,19:00:00
16,2023,6,19:15-19:30,65,,16/06/2023,19:15,45093,19:15:00
16,2023,6,19:30-19:45,42,,16/06/2023,19:30,45093,19:30:00
16,2023,6,19:45-20:00,53,,16/06/2023,19:45,45093,19:45:00
16,2023,6,20:00-20:15,55,,16/06/2023,20:00,45093,20:00:00
16,2023,6,20:15-20:30,38,,16/06/2023,20:15,45093,20:15:00
16,2023,6,20:30-20:45,39,,16/06/2023,20:30,45093,20:30:00
16,2023,6,20:45-21:00,29,,16/06/2023,20:45,45093,20:45:00
16,2023,6,21:00-21:15,0,,16/06/2023,21:00,45093,21:00:00
17,2023,6,08:30-08:45,0,,17/06/2023,08:30,45094,08:30:00
17,2023,6,08:45-09:00,0,,17/06/2023,08:45,45094,08:45:00
17,2023,6,09:00-09:15,70,,17/06/2023,09:00,45094,09:00:00
17,2023,6,09:15-09:30,57,,17/06/2023,09:15,45094,09:15:00
17,2023,6,09:30-09:45,49,,17/06/2023,09:30,45094,09:30:00
17,2023,6,09:45-10:00,60,,17/06/2023,09:45,45094,09:45:00
17,2023,6,10:00-10:15,65,,17/06/2023,10:00,45094,10:00:00
17,2023,6,10:15-10:30,71,,17/06/2023,10:15,45094,10:15:00
17,2023,6,10:30-10:45,60,,17/06/2023,10:30,45094,10:30:00
17,2023,6,10:45-11:00,69,,17/06/2023,10:45,45094,10:45:00
17,2023,6,11:00-11:15,67,,17/06/2023,11:00,45094,11:00:00
17,2023,6,11:15-11:30,69,,17/06/2023,11:15,45094,11:15:00
17,2023,6,11:30-11:45,79,,17/06/2023,11:30,45094,11:30:00
17,2023,6,11:45-12:00,70,,17/06/2023,11:45,45094,11:45:00
17,2023,6,12:00-12:15,81,,17/06/2023,12:00,45094,12:00:00
17,2023,6,12:15-12:30,57,,17/06/2023,12:15,45094,12:15:00
17,2023,6,12:30-12:45,75,,17/06/2023,12:30,45094,12:30:00
17,2023,6,12:45-13:00,65,,17/06/2023,12:45,45094,12:45:00
17,2023,6,13:00-13:15,56,,17/06/2023,13:00,45094,13:00:00
17,2023,6,13:15-13:30,49,,17/06/2023,13:15,45094,13:15:00
17,2023,6,13:30-13:45,58,,17/06/2023,13:30,45094,13:30:00
17,2023,6,13:45-14:00,66,,17/06/2023,13:45,45094,13:45:00
17,2023,6,14:00-14:15,55,,17/06/2023,14:00,45094,14:00:00
17,2023,6,14:15-14:30,46,,17/06/2023,14:15,45094,14:15:00
17,2023,6,14:30-14:45,71,,17/06/2023,14:30,45094,14:30:00
17,2023,6,14:45-15:00,58,,17/06/2023,14:45,45094,14:45:00
17,2023,6,15:00-15:15,38,,17/06/2023,15:00,45094,15:00:00
17,2023,6,15:15-15:30,48,,17/06/2023,15:15,45094,15:15:00
17,2023,6,15:30-15:45,64,,17/06/2023,15:30,45094,15:30:00
17,2023,6,15:45-16:00,43,,17/06/2023,15:45,45094,15:45:00
17,2023,6,16:00-16:15,40,,17/06/2023,16:00,45094,16:00:00
17,2023,6,16:15-16:30,35,,17/06/2023,16:15,45094,16:15:00
17,2023,6,16:30-16:45,53,,17/06/2023,16:30,45094,16:30:00
17,2023,6,16:45-17:00,41,,17/06/2023,16:45,45094,16:45:00
17,2023,6,17:00-17:15,34,,17/06/2023,17:00,45094,17:00:00
17,2023,6,17:15-17:30,37,,17/06/2023,17:15,45094,17:15:00
17,2023,6,17:30-17:45,25,,17/06/2023,17:30,45094,17:30:00
17,2023,6,17:45-18:00,30,,17/06/2023,17:45,45094,17:45:00
17,2023,6,18:00-18:15,0,,17/06/2023,18:00,45094,18:00:00
17,2023,6,18:15-18:30,0,,17/06/2023,18:15,45094,18:15:00
17,2023,6,18:30-18:45,0,,17/06/2023,18:30,45094,18:30:00
17,2023,6,18:45-19:00,0,,17/06/2023,18:45,45094,18:45:00
17,2023,6,19:00-19:15,0,,17/06/2023,19:00,45094,19:00:00
17,2023,6,19:15-19:30,0,,17/06/2023,19:15,45094,19:15:00
17,2023,6,19:30-19:45,0,,17/06/2023,19:30,45094,19:30:00
17,2023,6,19:45-20:00,0,,17/06/2023,19:45,45094,19:45:00
17,2023,6,20:00-20:15,0,,17/06/2023,20:00,45094,20:00:00
17,2023,6,20:15-20:30,0,,17/06/2023,20:15,45094,20:15:00
17,2023,6,20:30-20:45,0,,17/06/2023,20:30,45094,20:30:00
17,2023,6,20:45-21:00,0,,17/06/2023,20:45,45094,20:45:00
17,2023,6,21:00-21:15,0,,17/06/2023,21:00,45094,21:00:00
18,2023,6,08:30-08:45,0,,18/06/2023,08:30,45095,08:30:00
18,2023,6,08:45-09:00,0,,18/06/2023,08:45,45095,08:45:00
18,2023,6,09:00-09:15,47,,18/06/2023,09:00,45095,09:00:00
18,2023,6,09:15-09:30,37,,18/06/2023,09:15,45095,09:15:00
18,2023,6,09:30-09:45,27,,18/06/2023,09:30,45095,09:30:00
18,2023,6,09:45-10:00,35,,18/06/2023,09:45,45095,09:45:00
18,2023,6,10:00-10:15,33,,18/06/2023,10:00,45095,10:00:00
18,2023,6,10:15-10:30,37,,18/06/2023,10:15,45095,10:15:00
18,2023,6,10:30-10:45,49,,18/06/2023,10:30,45095,10:30:00
18,2023,6,10:45-11:00,39,,18/06/2023,10:45,45095,10:45:00
18,2023,6,11:00-11:15,41,,18/06/2023,11:00,45095,11:00:00
18,2023,6,11:15-11:30,46,,18/06/2023,11:15,45095,11:15:00
18,2023,6,11:30-11:45,39,,18/06/2023,11:30,45095,11:30:00
18,2023,6,11:45-12:00,42,,18/06/2023,11:45,45095,11:45:00
18,2023,6,12:00-12:15,36,,18/06/2023,12:00,45095,12:00:00
18,2023,6,12:15-12:30,38,,18/06/2023,12:15,45095,12:15:00
18,2023,6,12:30-12:45,31,,18/06/2023,12:30,45095,12:30:00
18,2023,6,12:45-13:00,44,,18/06/2023,12:45,45095,12:45:00
18,2023,6,13:00-13:15,41,,18/06/2023,13:00,45095,13:00:00
18,2023,6,13:15-13:30,53,,18/06/2023,13:15,45095,13:15:00
18,2023,6,13:30-13:45,46,,18/06/2023,13:30,45095,13:30:00
18,2023,6,13:45-14:00,36,,18/06/2023,13:45,45095,13:45:00
18,2023,6,14:00-14:15,38,,18/06/2023,14:00,45095,14:00:00
18,2023,6,14:15-14:30,34,,18/06/2023,14:15,45095,14:15:00
18,2023,6,14:30-14:45,36,,18/06/2023,14:30,45095,14:30:00
18,2023,6,14:45-15:00,41,,18/06/2023,14:45,45095,14:45:00
18,2023,6,15:00-15:15,37,,18/06/2023,15:00,45095,15:00:00
18,2023,6,15:15-15:30,34,,18/06/2023,15:15,45095,15:15:00
18,2023,6,15:30-15:45,23,,18/06/2023,15:30,45095,15:30:00
18,2023,6,15:45-16:00,27,,18/06/2023,15:45,45095,15:45:00
18,2023,6,16:00-16:15,28,,18/06/2023,16:00,45095,16:00:00
18,2023,6,16:15-16:30,30,,18/06/2023,16:15,45095,16:15:00
18,2023,6,16:30-16:45,37,,18/06/2023,16:30,45095,16:30:00
18,2023,6,16:45-17:00,38,,18/06/2023,16:45,45095,16:45:00
18,2023,6,17:00-17:15,30,,18/06/2023,17:00,45095,17:00:00
18,2023,6,17:15-17:30,27,,18/06/2023,17:15,45095,17:15:00
18,2023,6,17:30-17:45,30,,18/06/2023,17:30,45095,17:30:00
18,2023,6,17:45-18:00,35,,18/06/2023,17:45,45095,17:45:00
18,2023,6,18:00-18:15,0,,18/06/2023,18:00,45095,18:00:00
18,2023,6,18:15-18:30,0,,18/06/2023,18:15,45095,18:15:00
18,2023,6,18:30-18:45,0,,18/06/2023,18:30,45095,18:30:00
18,2023,6,18:45-19:00,0,,18/06/2023,18:45,45095,18:45:00
18,2023,6,19:00-19:15,0,,18/06/2023,19:00,45095,19:00:00
18,2023,6,19:15-19:30,0,,18/06/2023,19:15,45095,19:15:00
18,2023,6,19:30-19:45,0,,18/06/2023,19:30,45095,19:30:00
18,2023,6,19:45-20:00,0,,18/06/2023,19:45,45095,19:45:00
18,2023,6,20:00-20:15,0,,18/06/2023,20:00,45095,20:00:00
18,2023,6,20:15-20:30,0,,18/06/2023,20:15,45095,20:15:00
18,2023,6,20:30-20:45,0,,18/06/2023,20:30,45095,20:30:00
18,2023,6,20:45-21:00,0,,18/06/2023,20:45,45095,20:45:00
18,2023,6,21:00-21:15,0,,18/06/2023,21:00,45095,21:00:00
19,2023,6,08:30-08:45,71,,19/06/2023,08:30,45096,08:30:00
19,2023,6,08:45-09:00,55,,19/06/2023,08:45,45096,08:45:00
19,2023,6,09:00-09:15,90,,19/06/2023,09:00,45096,09:00:00
19,2023,6,09:15-09:30,96,,19/06/2023,09:15,45096,09:15:00
19,2023,6,09:30-09:45,111,,19/06/2023,09:30,45096,09:30:00
19,2023,6,09:45-10:00,140,,19/06/2023,09:45,45096,09:45:00
19,2023,6,10:00-10:15,128,,19/06/2023,10:00,45096,10:00:00
19,2023,6,10:15-10:30,114,,19/06/2023,10:15,45096,10:15:00
19,2023,6,10:30-10:45,134,,19/06/2023,10:30,45096,10:30:00
19,2023,6,10:45-11:00,139,,19/06/2023,10:45,45096,10:45:00
19,2023,6,11:00-11:15,142,,19/06/2023,11:00,45096,11:00:00
19,2023,6,11:15-11:30,160,,19/06/2023,11:15,45096,11:15:00
19,2023,6,11:30-11:45,154,,19/06/2023,11:30,45096,11:30:00
19,2023,6,11:45-12:00,136,,19/06/2023,11:45,45096,11:45:00
19,2023,6,12:00-12:15,169,,19/06/2023,12:00,45096,12:00:00
19,2023,6,12:15-12:30,169,,19/06/2023,12:15,45096,12:15:00
19,2023,6,12:30-12:45,175,,19/06/2023,12:30,45096,12:30:00
19,2023,6,12:45-13:00,178,,19/06/2023,12:45,45096,12:45:00
19,2023,6,13:00-13:15,173,,19/06/2023,13:00,45096,13:00:00
19,2023,6,13:15-13:30,145,,19/06/2023,13:15,45096,13:15:00
19,2023,6,13:30-13:45,159,,19/06/2023,13:30,45096,13:30:00
19,2023,6,13:45-14:00,191,,19/06/2023,13:45,45096,13:45:00
19,2023,6,14:00-14:15,201,,19/06/2023,14:00,45096,14:00:00
19,2023,6,14:15-14:30,215,,19/06/2023,14:15,45096,14:15:00
19,2023,6,14:30-14:45,191,,19/06/2023,14:30,45096,14:30:00
19,2023,6,14:45-15:00,198,,19/06/2023,14:45,45096,14:45:00
19,2023,6,15:00-15:15,180,,19/06/2023,15:00,45096,15:00:00
19,2023,6,15:15-15:30,171,,19/06/2023,15:15,45096,15:15:00
19,2023,6,15:30-15:45,170,,19/06/2023,15:30,45096,15:30:00
19,2023,6,15:45-16:00,166,,19/06/2023,15:45,45096,15:45:00
19,2023,6,16:00-16:15,158,,19/06/2023,16:00,45096,16:00:00
19,2023,6,16:15-16:30,146,,19/06/2023,16:15,45096,16:15:00
19,2023,6,16:30-16:45,123,,19/06/2023,16:30,45096,16:30:00
19,2023,6,16:45-17:00,124,,19/06/2023,16:45,45096,16:45:00
19,2023,6,17:00-17:15,129,,19/06/2023,17:00,45096,17:00:00
19,2023,6,17:15-17:30,107,,19/06/2023,17:15,45096,17:15:00
19,2023,6,17:30-17:45,83,,19/06/2023,17:30,45096,17:30:00
19,2023,6,17:45-18:00,125,,19/06/2023,17:45,45096,17:45:00
19,2023,6,18:00-18:15,105,,19/06/2023,18:00,45096,18:00:00
19,2023,6,18:15-18:30,117,,19/06/2023,18:15,45096,18:15:00
19,2023,6,18:30-18:45,94,,19/06/2023,18:30,45096,18:30:00
19,2023,6,18:45-19:00,86,,19/06/2023,18:45,45096,18:45:00
19,2023,6,19:00-19:15,99,,19/06/2023,19:00,45096,19:00:00
19,2023,6,19:15-19:30,76,,19/06/2023,19:15,45096,19:15:00
19,2023,6,19:30-19:45,58,,19/06/2023,19:30,45096,19:30:00
19,2023,6,19:45-20:00,76,,19/06/2023,19:45,45096,19:45:00
19,2023,6,20:00-20:15,68,,19/06/2023,20:00,45096,20:00:00
19,2023,6,20:15-20:30,50,,19/06/2023,20:15,45096,20:15:00
19,2023,6,20:30-20:45,63,,19/06/2023,20:30,45096,20:30:00
19,2023,6,20:45-21:00,54,,19/06/2023,20:45,45096,20:45:00
19,2023,6,21:00-21:15,0,,19/06/2023,21:00,45096,21:00:00
20,2023,6,08:30-08:45,96,,20/06/2023,08:30,45097,08:30:00
20,2023,6,08:45-09:00,87,,20/06/2023,08:45,45097,08:45:00
20,2023,6,09:00-09:15,90,,20/06/2023,09:00,45097,09:00:00
20,2023,6,09:15-09:30,105,,20/06/2023,09:15,45097,09:15:00
20,2023,6,09:30-09:45,115,,20/06/2023,09:30,45097,09:30:00
20,2023,6,09:45-10:00,133,,20/06/2023,09:45,45097,09:45:00
20,2023,6,10:00-10:15,134,,20/06/2023,10:00,45097,10:00:00
20,2023,6,10:15-10:30,124,,20/06/2023,10:15,45097,10:15:00
20,2023,6,10:30-10:45,134,,20/06/2023,10:30,45097,10:30:00
20,2023,6,10:45-11:00,132,,20/06/2023,10:45,45097,10:45:00
20,2023,6,11:00-11:15,143,,20/06/2023,11:00,45097,11:00:00
20,2023,6,11:15-11:30,129,,20/06/2023,11:15,45097,11:15:00
20,2023,6,11:30-11:45,147,,20/06/2023,11:30,45097,11:30:00
20,2023,6,11:45-12:00,152,,20/06/2023,11:45,45097,11:45:00
20,2023,6,12:00-12:15,154,,20/06/2023,12:00,45097,12:00:00
20,2023,6,12:15-12:30,160,,20/06/2023,12:15,45097,12:15:00
20,2023,6,12:30-12:45,175,,20/06/2023,12:30,45097,12:30:00
20,2023,6,12:45-13:00,162,,20/06/2023,12:45,45097,12:45:00
20,2023,6,13:00-13:15,135,,20/06/2023,13:00,45097,13:00:00
20,2023,6,13:15-13:30,117,,20/06/2023,13:15,45097,13:15:00
20,2023,6,13:30-13:45,118,,20/06/2023,13:30,45097,13:30:00
20,2023,6,13:45-14:00,130,,20/06/2023,13:45,45097,13:45:00
20,2023,6,14:00-14:15,118,,20/06/2023,14:00,45097,14:00:00
20,2023,6,14:15-14:30,133,,20/06/2023,14:15,45097,14:15:00
20,2023,6,14:30-14:45,147,,20/06/2023,14:30,45097,14:30:00
20,2023,6,14:45-15:00,115,,20/06/2023,14:45,45097,14:45:00
20,2023,6,15:00-15:15,125,,20/06/2023,15:00,45097,15:00:00
20,2023,6,15:15-15:30,129,,20/06/2023,15:15,45097,15:15:00
20,2023,6,15:30-15:45,102,,20/06/2023,15:30,45097,15:30:00
20,2023,6,15:45-16:00,102,,20/06/2023,15:45,45097,15:45:00
20,2023,6,16:00-16:15,123,,20/06/2023,16:00,45097,16:00:00
20,2023,6,16:15-16:30,129,,20/06/2023,16:15,45097,16:15:00
20,2023,6,16:30-16:45,95,,20/06/2023,16:30,45097,16:30:00
20,2023,6,16:45-17:00,93,,20/06/2023,16:45,45097,16:45:00
20,2023,6,17:00-17:15,108,,20/06/2023,17:00,45097,17:00:00
20,2023,6,17:15-17:30,91,,20/06/2023,17:15,45097,17:15:00
20,2023,6,17:30-17:45,100,,20/06/2023,17:30,45097,17:30:00
20,2023,6,17:45-18:00,97,,20/06/2023,17:45,45097,17:45:00
20,2023,6,18:00-18:15,115,,20/06/2023,18:00,45097,18:00:00
20,2023,6,18:15-18:30,76,,20/06/2023,18:15,45097,18:15:00
20,2023,6,18:30-18:45,71,,20/06/2023,18:30,45097,18:30:00
20,2023,6,18:45-19:00,90,,20/06/2023,18:45,45097,18:45:00
20,2023,6,19:00-19:15,72,,20/06/2023,19:00,45097,19:00:00
20,2023,6,19:15-19:30,58,,20/06/2023,19:15,45097,19:15:00
20,2023,6,19:30-19:45,63,,20/06/2023,19:30,45097,19:30:00
20,2023,6,19:45-20:00,65,,20/06/2023,19:45,45097,19:45:00
20,2023,6,20:00-20:15,55,,20/06/2023,20:00,45097,20:00:00
20,2023,6,20:15-20:30,65,,20/06/2023,20:15,45097,20:15:00
20,2023,6,20:30-20:45,52,,20/06/2023,20:30,45097,20:30:00
20,2023,6,20:45-21:00,41,,20/06/2023,20:45,45097,20:45:00
20,2023,6,21:00-21:15,0,,20/06/2023,21:00,45097,21:00:00
21,2023,6,08:30-08:45,94,,21/06/2023,08:30,45098,08:30:00
21,2023,6,08:45-09:00,66,,21/06/2023,08:45,45098,08:45:00
21,2023,6,09:00-09:15,99,,21/06/2023,09:00,45098,09:00:00
21,2023,6,09:15-09:30,101,,21/06/2023,09:15,45098,09:15:00
21,2023,6,09:30-09:45,101,,21/06/2023,09:30,45098,09:30:00
21,2023,6,09:45-10:00,126,,21/06/2023,09:45,45098,09:45:00
21,2023,6,10:00-10:15,121,,21/06/2023,10:00,45098,10:00:00
21,2023,6,10:15-10:30,133,,21/06/2023,10:15,45098,10:15:00
21,2023,6,10:30-10:45,139,,21/06/2023,10:30,45098,10:30:00
21,2023,6,10:45-11:00,145,,21/06/2023,10:45,45098,10:45:00
21,2023,6,11:00-11:15,128,,21/06/2023,11:00,45098,11:00:00
21,2023,6,11:15-11:30,154,,21/06/2023,11:15,45098,11:15:00
21,2023,6,11:30-11:45,150,,21/06/2023,11:30,45098,11:30:00
21,2023,6,11:45-12:00,155,,21/06/2023,11:45,45098,11:45:00
21,2023,6,12:00-12:15,123,,21/06/2023,12:00,45098,12:00:00
21,2023,6,12:15-12:30,120,,21/06/2023,12:15,45098,12:15:00
21,2023,6,12:30-12:45,143,,21/06/2023,12:30,45098,12:30:00
21,2023,6,12:45-13:00,115,,21/06/2023,12:45,45098,12:45:00
21,2023,6,13:00-13:15,112,,21/06/2023,13:00,45098,13:00:00
21,2023,6,13:15-13:30,119,,21/06/2023,13:15,45098,13:15:00
21,2023,6,13:30-13:45,125,,21/06/2023,13:30,45098,13:30:00
21,2023,6,13:45-14:00,117,,21/06/2023,13:45,45098,13:45:00
21,2023,6,14:00-14:15,97,,21/06/2023,14:00,45098,14:00:00
21,2023,6,14:15-14:30,111,,21/06/2023,14:15,45098,14:15:00
21,2023,6,14:30-14:45,115,,21/06/2023,14:30,45098,14:30:00
21,2023,6,14:45-15:00,106,,21/06/2023,14:45,45098,14:45:00
21,2023,6,15:00-15:15,111,,21/06/2023,15:00,45098,15:00:00
21,2023,6,15:15-15:30,79,,21/06/2023,15:15,45098,15:15:00
21,2023,6,15:30-15:45,113,,21/06/2023,15:30,45098,15:30:00
21,2023,6,15:45-16:00,109,,21/06/2023,15:45,45098,15:45:00
21,2023,6,16:00-16:15,96,,21/06/2023,16:00,45098,16:00:00
21,2023,6,16:15-16:30,103,,21/06/2023,16:15,45098,16:15:00
21,2023,6,16:30-16:45,103,,21/06/2023,16:30,45098,16:30:00
21,2023,6,16:45-17:00,115,,21/06/2023,16:45,45098,16:45:00
21,2023,6,17:00-17:15,112,,21/06/2023,17:00,45098,17:00:00
21,2023,6,17:15-17:30,73,,21/06/2023,17:15,45098,17:15:00
21,2023,6,17:30-17:45,98,,21/06/2023,17:30,45098,17:30:00
21,2023,6,17:45-18:00,83,,21/06/2023,17:45,45098,17:45:00
21,2023,6,18:00-18:15,64,,21/06/2023,18:00,45098,18:00:00
21,2023,6,18:15-18:30,74,,21/06/2023,18:15,45098,18:15:00
21,2023,6,18:30-18:45,81,,21/06/2023,18:30,45098,18:30:00
21,2023,6,18:45-19:00,78,,21/06/2023,18:45,45098,18:45:00
21,2023,6,19:00-19:15,53,,21/06/2023,19:00,45098,19:00:00
21,2023,6,19:15-19:30,66,,21/06/2023,19:15,45098,19:15:00
21,2023,6,19:30-19:45,57,,21/06/2023,19:30,45098,19:30:00
21,2023,6,19:45-20:00,61,,21/06/2023,19:45,45098,19:45:00
21,2023,6,20:00-20:15,57,,21/06/2023,20:00,45098,20:00:00
21,2023,6,20:15-20:30,37,,21/06/2023,20:15,45098,20:15:00
21,2023,6,20:30-20:45,51,,21/06/2023,20:30,45098,20:30:00
21,2023,6,20:45-21:00,48,,21/06/2023,20:45,45098,20:45:00
21,2023,6,21:00-21:15,0,,21/06/2023,21:00,45098,21:00:00
22,2023,6,08:30-08:45,84,,22/06/2023,08:30,45099,08:30:00
22,2023,6,08:45-09:00,69,,22/06/2023,08:45,45099,08:45:00
22,2023,6,09:00-09:15,84,,22/06/2023,09:00,45099,09:00:00
22,2023,6,09:15-09:30,79,,22/06/2023,09:15,45099,09:15:00
22,2023,6,09:30-09:45,109,,22/06/2023,09:30,45099,09:30:00
22,2023,6,09:45-10:00,99,,22/06/2023,09:45,45099,09:45:00
22,2023,6,10:00-10:15,101,,22/06/2023,10:00,45099,10:00:00
22,2023,6,10:15-10:30,105,,22/06/2023,10:15,45099,10:15:00
22,2023,6,10:30-10:45,116,,22/06/2023,10:30,45099,10:30:00
22,2023,6,10:45-11:00,116,,22/06/2023,10:45,45099,10:45:00
22,2023,6,11:00-11:15,127,,22/06/2023,11:00,45099,11:00:00
22,2023,6,11:15-11:30,120,,22/06/2023,11:15,45099,11:15:00
22,2023,6,11:30-11:45,125,,22/06/2023,11:30,45099,11:30:00
22,2023,6,11:45-12:00,117,,22/06/2023,11:45,45099,11:45:00
22,2023,6,12:00-12:15,100,,22/06/2023,12:00,45099,12:00:00
22,2023,6,12:15-12:30,125,,22/06/2023,12:15,45099,12:15:00
22,2023,6,12:30-12:45,140,,22/06/2023,12:30,45099,12:30:00
22,2023,6,12:45-13:00,124,,22/06/2023,12:45,45099,12:45:00
22,2023,6,13:00-13:15,136,,22/06/2023,13:00,45099,13:00:00
22,2023,6,13:15-13:30,99,,22/06/2023,13:15,45099,13:15:00
