date,year,month,time,call,,,,date,
18,2023,4,11:15-11:30,122,,18/04/2023,11:15,45034,11:15:00
18,2023,4,11:30-11:45,114,,18/04/2023,11:30,45034,11:30:00
18,2023,4,11:45-12:00,98,,18/04/2023,11:45,45034,11:45:00
18,2023,4,12:00-12:15,106,,18/04/2023,12:00,45034,12:00:00
18,2023,4,12:15-12:30,108,,18/04/2023,12:15,45034,12:15:00
18,2023,4,12:30-12:45,103,,18/04/2023,12:30,45034,12:30:00
18,2023,4,12:45-13:00,111,,18/04/2023,12:45,45034,12:45:00
18,2023,4,13:00-13:15,119,,18/04/2023,13:00,45034,13:00:00
18,2023,4,13:15-13:30,111,,18/04/2023,13:15,45034,13:15:00
18,2023,4,13:30-13:45,100,,18/04/2023,13:30,45034,13:30:00
18,2023,4,13:45-14:00,116,,18/04/2023,13:45,45034,13:45:00
18,2023,4,14:00-14:15,99,,18/04/2023,14:00,45034,14:00:00
18,2023,4,14:15-14:30,114,,18/04/2023,14:15,45034,14:15:00
18,2023,4,14:30-14:45,113,,18/04/2023,14:30,45034,14:30:00
18,2023,4,14:45-15:00,104,,18/04/2023,14:45,45034,14:45:00
18,2023,4,15:00-15:15,112,,18/04/2023,15:00,45034,15:00:00
18,2023,4,15:15-15:30,87,,18/04/2023,15:15,45034,15:15:00
18,2023,4,15:30-15:45,100,,18/04/2023,15:30,45034,15:30:00
18,2023,4,15:45-16:00,114,,18/04/2023,15:45,45034,15:45:00
18,2023,4,16:00-16:15,101,,18/04/2023,16:00,45034,16:00:00
18,2023,4,16:15-16:30,88,,18/04/2023,16:15,45034,16:15:00
18,2023,4,16:30-16:45,106,,18/04/2023,16:30,45034,16:30:00
18,2023,4,16:45-17:00,106,,18/04/2023,16:45,45034,16:45:00
18,2023,4,17:00-17:15,102,,18/04/2023,17:00,45034,17:00:00
18,2023,4,17:15-17:30,81,,18/04/2023,17:15,45034,17:15:00
18,2023,4,17:30-17:45,97,,18/04/2023,17:30,45034,17:30:00
18,2023,4,17:45-18:00,79,,18/04/2023,17:45,45034,17:45:00
18,2023,4,18:00-18:15,69,,18/04/2023,18:00,45034,18:00:00
18,2023,4,18:15-18:30,82,,18/04/2023,18:15,45034,18:15:00
18,2023,4,18:30-18:45,58,,18/04/2023,18:30,45034,18:30:00
18,2023,4,18:45-19:00,69,,18/04/2023,18:45,45034,18:45:00
18,2023,4,19:00-19:15,70,,18/04/2023,19:00,45034,19:00:00
18,2023,4,19:15-19:30,62,,18/04/2023,19:15,45034,19:15:00
18,2023,4,19:30-19:45,55,,18/04/2023,19:30,45034,19:30:00
18,2023,4,19:45-20:00,55,,18/04/2023,19:45,45034,19:45:00
18,2023,4,20:00-20:15,45,,18/04/2023,20:00,45034,20:00:00
18,2023,4,20:15-20:30,44,,18/04/2023,20:15,45034,20:15:00
18,2023,4,20:30-20:45,36,,18/04/2023,20:30,45034,20:30:00
18,2023,4,20:45-21:00,36,,18/04/2023,20:45,45034,20:45:00
18,2023,4,21:00-21:15,0,,18/04/2023,21:00,45034,21:00:00
19,2023,4,08:30-08:45,81,,19/04/2023,08:30,45035,08:30:00
19,2023,4,08:45-09:00,60,,19/04/2023,08:45,45035,08:45:00
19,2023,4,09:00-09:15,87,,19/04/2023,09:00,45035,09:00:00
19,2023,4,09:15-09:30,103,,19/04/2023,09:15,45035,09:15:00
19,2023,4,09:30-09:45,109,,19/04/2023,09:30,45035,09:30:00
19,2023,4,09:45-10:00,104,,19/04/2023,09:45,45035,09:45:00
19,2023,4,10:00-10:15,114,,19/04/2023,10:00,45035,10:00:00
19,2023,4,10:15-10:30,112,,19/04/2023,10:15,45035,10:15:00
19,2023,4,10:30-10:45,119,,19/04/2023,10:30,45035,10:30:00
19,2023,4,10:45-11:00,107,,19/04/2023,10:45,45035,10:45:00
19,2023,4,11:00-11:15,110,,19/04/2023,11:00,45035,11:00:00
19,2023,4,11:15-11:30,118,,19/04/2023,11:15,45035,11:15:00
19,2023,4,11:30-11:45,120,,19/04/2023,11:30,45035,11:30:00
19,2023,4,11:45-12:00,156,,19/04/2023,11:45,45035,11:45:00
19,2023,4,12:00-12:15,115,,19/04/2023,12:00,45035,12:00:00
19,2023,4,12:15-12:30,107,,19/04/2023,12:15,45035,12:15:00
19,2023,4,12:30-12:45,136,,19/04/2023,12:30,45035,12:30:00
19,2023,4,12:45-13:00,117,,19/04/2023,12:45,45035,12:45:00
19,2023,4,13:00-13:15,129,,19/04/2023,13:00,45035,13:00:00
19,2023,4,13:15-13:30,139,,19/04/2023,13:15,45035,13:15:00
19,2023,4,13:30-13:45,122,,19/04/2023,13:30,45035,13:30:00
19,2023,4,13:45-14:00,115,,19/04/2023,13:45,45035,13:45:00
19,2023,4,14:00-14:15,123,,19/04/2023,14:00,45035,14:00:00
19,2023,4,14:15-14:30,138,,19/04/2023,14:15,45035,14:15:00
19,2023,4,14:30-14:45,124,,19/04/2023,14:30,45035,14:30:00
19,2023,4,14:45-15:00,131,,19/04/2023,14:45,45035,14:45:00
19,2023,4,15:00-15:15,134,,19/04/2023,15:00,45035,15:00:00
19,2023,4,15:15-15:30,164,,19/04/2023,15:15,45035,15:15:00
19,2023,4,15:30-15:45,147,,19/04/2023,15:30,45035,15:30:00
19,2023,4,15:45-16:00,136,,19/04/2023,15:45,45035,15:45:00
19,2023,4,16:00-16:15,129,,19/04/2023,16:00,45035,16:00:00
19,2023,4,16:15-16:30,135,,19/04/2023,16:15,45035,16:15:00
19,2023,4,16:30-16:45,112,,19/04/2023,16:30,45035,16:30:00
19,2023,4,16:45-17:00,122,,19/04/2023,16:45,45035,16:45:00
19,2023,4,17:00-17:15,103,,19/04/2023,17:00,45035,17:00:00
19,2023,4,17:15-17:30,109,,19/04/2023,17:15,45035,17:15:00
19,2023,4,17:30-17:45,112,,19/04/2023,17:30,45035,17:30:00
19,2023,4,17:45-18:00,112,,19/04/2023,17:45,45035,17:45:00
19,2023,4,18:00-18:15,87,,19/04/2023,18:00,45035,18:00:00
19,2023,4,18:15-18:30,112,,19/04/2023,18:15,45035,18:15:00
19,2023,4,18:30-18:45,87,,19/04/2023,18:30,45035,18:30:00
19,2023,4,18:45-19:00,100,,19/04/2023,18:45,45035,18:45:00
19,2023,4,19:00-19:15,72,,19/04/2023,19:00,45035,19:00:00
19,2023,4,19:15-19:30,79,,19/04/2023,19:15,45035,19:15:00
19,2023,4,19:30-19:45,72,,19/04/2023,19:30,45035,19:30:00
19,2023,4,19:45-20:00,72,,19/04/2023,19:45,45035,19:45:00
19,2023,4,20:00-20:15,64,,19/04/2023,20:00,45035,20:00:00
19,2023,4,20:15-20:30,60,,19/04/2023,20:15,45035,20:15:00
19,2023,4,20:30-20:45,54,,19/04/2023,20:30,45035,20:30:00
19,2023,4,20:45-21:00,53,,19/04/2023,20:45,45035,20:45:00
19,2023,4,21:00-21:15,0,,19/04/2023,21:00,45035,21:00:00
20,2023,4,08:30-08:45,91,,20/04/2023,08:30,45036,08:30:00
20,2023,4,08:45-09:00,67,,20/04/2023,08:45,45036,08:45:00
20,2023,4,09:00-09:15,122,,20/04/2023,09:00,45036,09:00:00
20,2023,4,09:15-09:30,108,,20/04/2023,09:15,45036,09:15:00
20,2023,4,09:30-09:45,92,,20/04/2023,09:30,45036,09:30:00
20,2023,4,09:45-10:00,107,,20/04/2023,09:45,45036,09:45:00
20,2023,4,10:00-10:15,115,,20/04/2023,10:00,45036,10:00:00
20,2023,4,10:15-10:30,122,,20/04/2023,10:15,45036,10:15:00
20,2023,4,10:30-10:45,128,,20/04/2023,10:30,45036,10:30:00
20,2023,4,10:45-11:00,110,,20/04/2023,10:45,45036,10:45:00
20,2023,4,11:00-11:15,124,,20/04/2023,11:00,45036,11:00:00
20,2023,4,11:15-11:30,178,,20/04/2023,11:15,45036,11:15:00
20,2023,4,11:30-11:45,126,,20/04/2023,11:30,45036,11:30:00
20,2023,4,11:45-12:00,137,,20/04/2023,11:45,45036,11:45:00
20,2023,4,12:00-12:15,113,,20/04/2023,12:00,45036,12:00:00
20,2023,4,12:15-12:30,127,,20/04/2023,12:15,45036,12:15:00
20,2023,4,12:30-12:45,124,,20/04/2023,12:30,45036,12:30:00
20,2023,4,12:45-13:00,122,,20/04/2023,12:45,45036,12:45:00
20,2023,4,13:00-13:15,108,,20/04/2023,13:00,45036,13:00:00
20,2023,4,13:15-13:30,120,,20/04/2023,13:15,45036,13:15:00
20,2023,4,13:30-13:45,123,,20/04/2023,13:30,45036,13:30:00
20,2023,4,13:45-14:00,121,,20/04/2023,13:45,45036,13:45:00
20,2023,4,14:00-14:15,120,,20/04/2023,14:00,45036,14:00:00
20,2023,4,14:15-14:30,110,,20/04/2023,14:15,45036,14:15:00
20,2023,4,14:30-14:45,128,,20/04/2023,14:30,45036,14:30:00
20,2023,4,14:45-15:00,127,,20/04/2023,14:45,45036,14:45:00
20,2023,4,15:00-15:15,156,,20/04/2023,15:00,45036,15:00:00
20,2023,4,15:15-15:30,112,,20/04/2023,15:15,45036,15:15:00
20,2023,4,15:30-15:45,126,,20/04/2023,15:30,45036,15:30:00
20,2023,4,15:45-16:00,130,,20/04/2023,15:45,45036,15:45:00
20,2023,4,16:00-16:15,130,,20/04/2023,16:00,45036,16:00:00
20,2023,4,16:15-16:30,107,,20/04/2023,16:15,45036,16:15:00
20,2023,4,16:30-16:45,116,,20/04/2023,16:30,45036,16:30:00
20,2023,4,16:45-17:00,108,,20/04/2023,16:45,45036,16:45:00
20,2023,4,17:00-17:15,82,,20/04/2023,17:00,45036,17:00:00
20,2023,4,17:15-17:30,92,,20/04/2023,17:15,45036,17:15:00
20,2023,4,17:30-17:45,98,,20/04/2023,17:30,45036,17:30:00
20,2023,4,17:45-18:00,89,,20/04/2023,17:45,45036,17:45:00
20,2023,4,18:00-18:15,85,,20/04/2023,18:00,45036,18:00:00
20,2023,4,18:15-18:30,87,,20/04/2023,18:15,45036,18:15:00
20,2023,4,18:30-18:45,92,,20/04/2023,18:30,45036,18:30:00
20,2023,4,18:45-19:00,74,,20/04/2023,18:45,45036,18:45:00
20,2023,4,19:00-19:15,86,,20/04/2023,19:00,45036,19:00:00
20,2023,4,19:15-19:30,75,,20/04/2023,19:15,45036,19:15:00
20,2023,4,19:30-19:45,81,,20/04/2023,19:30,45036,19:30:00
20,2023,4,19:45-20:00,66,,20/04/2023,19:45,45036,19:45:00
20,2023,4,20:00-20:15,67,,20/04/2023,20:00,45036,20:00:00
20,2023,4,20:15-20:30,56,,20/04/2023,20:15,45036,20:15:00
20,2023,4,20:30-20:45,36,,20/04/2023,20:30,45036,20:30:00
20,2023,4,20:45-21:00,45,,20/04/2023,20:45,45036,20:45:00
20,2023,4,21:00-21:15,0,,20/04/2023,21:00,45036,21:00:00
21,2023,4,08:30-08:45,126,,21/04/2023,08:30,45037,08:30:00
21,2023,4,08:45-09:00,80,,21/04/2023,08:45,45037,08:45:00
21,2023,4,09:00-09:15,99,,21/04/2023,09:00,45037,09:00:00
21,2023,4,09:15-09:30,107,,21/04/2023,09:15,45037,09:15:00
21,2023,4,09:30-09:45,112,,21/04/2023,09:30,45037,09:30:00
21,2023,4,09:45-10:00,103,,21/04/2023,09:45,45037,09:45:00
21,2023,4,10:00-10:15,109,,21/04/2023,10:00,45037,10:00:00
21,2023,4,10:15-10:30,134,,21/04/2023,10:15,45037,10:15:00
21,2023,4,10:30-10:45,118,,21/04/2023,10:30,45037,10:30:00
21,2023,4,10:45-11:00,110,,21/04/2023,10:45,45037,10:45:00
21,2023,4,11:00-11:15,131,,21/04/2023,11:00,45037,11:00:00
21,2023,4,11:15-11:30,124,,21/04/2023,11:15,45037,11:15:00
21,2023,4,11:30-11:45,123,,21/04/2023,11:30,45037,11:30:00
21,2023,4,11:45-12:00,131,,21/04/2023,11:45,45037,11:45:00
21,2023,4,12:00-12:15,97,,21/04/2023,12:00,45037,12:00:00
21,2023,4,12:15-12:30,149,,21/04/2023,12:15,45037,12:15:00
21,2023,4,12:30-12:45,165,,21/04/2023,12:30,45037,12:30:00
21,2023,4,12:45-13:00,135,,21/04/2023,12:45,45037,12:45:00
21,2023,4,13:00-13:15,135,,21/04/2023,13:00,45037,13:00:00
21,2023,4,13:15-13:30,130,,21/04/2023,13:15,45037,13:15:00
21,2023,4,13:30-13:45,146,,21/04/2023,13:30,45037,13:30:00
21,2023,4,13:45-14:00,172,,21/04/2023,13:45,45037,13:45:00
21,2023,4,14:00-14:15,155,,21/04/2023,14:00,45037,14:00:00
21,2023,4,14:15-14:30,175,,21/04/2023,14:15,45037,14:15:00
21,2023,4,14:30-14:45,160,,21/04/2023,14:30,45037,14:30:00
21,2023,4,14:45-15:00,136,,21/04/2023,14:45,45037,14:45:00
21,2023,4,15:00-15:15,148,,21/04/2023,15:00,45037,15:00:00
21,2023,4,15:15-15:30,187,,21/04/2023,15:15,45037,15:15:00
21,2023,4,15:30-15:45,151,,21/04/2023,15:30,45037,15:30:00
21,2023,4,15:45-16:00,148,,21/04/2023,15:45,45037,15:45:00
21,2023,4,16:00-16:15,168,,21/04/2023,16:00,45037,16:00:00
21,2023,4,16:15-16:30,145,,21/04/2023,16:15,45037,16:15:00
21,2023,4,16:30-16:45,141,,21/04/2023,16:30,45037,16:30:00
21,2023,4,16:45-17:00,122,,21/04/2023,16:45,45037,16:45:00
21,2023,4,17:00-17:15,112,,21/04/2023,17:00,45037,17:00:00
21,2023,4,17:15-17:30,124,,21/04/2023,17:15,45037,17:15:00
21,2023,4,17:30-17:45,126,,21/04/2023,17:30,45037,17:30:00
21,2023,4,17:45-18:00,142,,21/04/2023,17:45,45037,17:45:00
21,2023,4,18:00-18:15,115,,21/04/2023,18:00,45037,18:00:00
21,2023,4,18:15-18:30,119,,21/04/2023,18:15,45037,18:15:00
21,2023,4,18:30-18:45,103,,21/04/2023,18:30,45037,18:30:00
21,2023,4,18:45-19:00,126,,21/04/2023,18:45,45037,18:45:00
21,2023,4,19:00-19:15,112,,21/04/2023,19:00,45037,19:00:00
21,2023,4,19:15-19:30,98,,21/04/2023,19:15,45037,19:15:00
21,2023,4,19:30-19:45,90,,21/04/2023,19:30,45037,19:30:00
21,2023,4,19:45-20:00,97,,21/04/2023,19:45,45037,19:45:00
21,2023,4,20:00-20:15,72,,21/04/2023,20:00,45037,20:00:00
21,2023,4,20:15-20:30,62,,21/04/2023,20:15,45037,20:15:00
21,2023,4,20:30-20:45,74,,21/04/2023,20:30,45037,20:30:00
21,2023,4,20:45-21:00,47,,21/04/2023,20:45,45037,20:45:00
21,2023,4,21:00-21:15,0,,21/04/2023,21:00,45037,21:00:00
22,2023,4,08:30-08:45,0,,22/04/2023,08:30,45038,08:30:00
22,2023,4,08:45-09:00,0,,22/04/2023,08:45,45038,08:45:00
22,2023,4,09:00-09:15,108,,22/04/2023,09:00,45038,09:00:00
22,2023,4,09:15-09:30,83,,22/04/2023,09:15,45038,09:15:00
22,2023,4,09:30-09:45,102,,22/04/2023,09:30,45038,09:30:00
22,2023,4,09:45-10:00,81,,22/04/2023,09:45,45038,09:45:00
22,2023,4,10:00-10:15,101,,22/04/2023,10:00,45038,10:00:00
22,2023,4,10:15-10:30,111,,22/04/2023,10:15,45038,10:15:00
22,2023,4,10:30-10:45,106,,22/04/2023,10:30,45038,10:30:00
22,2023,4,10:45-11:00,103,,22/04/2023,10:45,45038,10:45:00
22,2023,4,11:00-11:15,97,,22/04/2023,11:00,45038,11:00:00
22,2023,4,11:15-11:30,87,,22/04/2023,11:15,45038,11:15:00
22,2023,4,11:30-11:45,92,,22/04/2023,11:30,45038,11:30:00
22,2023,4,11:45-12:00,88,,22/04/2023,11:45,45038,11:45:00
22,2023,4,12:00-12:15,98,,22/04/2023,12:00,45038,12:00:00
22,2023,4,12:15-12:30,79,,22/04/2023,12:15,45038,12:15:00
22,2023,4,12:30-12:45,81,,22/04/2023,12:30,45038,12:30:00
22,2023,4,12:45-13:00,86,,22/04/2023,12:45,45038,12:45:00
22,2023,4,13:00-13:15,78,,22/04/2023,13:00,45038,13:00:00
22,2023,4,13:15-13:30,74,,22/04/2023,13:15,45038,13:15:00
22,2023,4,13:30-13:45,73,,22/04/2023,13:30,45038,13:30:00
22,2023,4,13:45-14:00,86,,22/04/2023,13:45,45038,13:45:00
22,2023,4,14:00-14:15,66,,22/04/2023,14:00,45038,14:00:00
22,2023,4,14:15-14:30,73,,22/04/2023,14:15,45038,14:15:00
22,2023,4,14:30-14:45,66,,22/04/2023,14:30,45038,14:30:00
22,2023,4,14:45-15:00,83,,22/04/2023,14:45,45038,14:45:00
22,2023,4,15:00-15:15,59,,22/04/2023,15:00,45038,15:00:00
22,2023,4,15:15-15:30,72,,22/04/2023,15:15,45038,15:15:00
22,2023,4,15:30-15:45,59,,22/04/2023,15:30,45038,15:30:00
22,2023,4,15:45-16:00,59,,22/04/2023,15:45,45038,15:45:00
22,2023,4,16:00-16:15,56,,22/04/2023,16:00,45038,16:00:00
22,2023,4,16:15-16:30,46,,22/04/2023,16:15,45038,16:15:00
22,2023,4,16:30-16:45,49,,22/04/2023,16:30,45038,16:30:00
22,2023,4,16:45-17:00,64,,22/04/2023,16:45,45038,16:45:00
22,2023,4,17:00-17:15,46,,22/04/2023,17:00,45038,17:00:00
22,2023,4,17:15-17:30,49,,22/04/2023,17:15,45038,17:15:00
22,2023,4,17:30-17:45,64,,22/04/2023,17:30,45038,17:30:00
22,2023,4,17:45-18:00,94,,22/04/2023,17:45,45038,17:45:00
22,2023,4,18:00-18:15,0,,22/04/2023,18:00,45038,18:00:00
22,2023,4,18:15-18:30,0,,22/04/2023,18:15,45038,18:15:00
22,2023,4,18:30-18:45,0,,22/04/2023,18:30,45038,18:30:00
22,2023,4,18:45-19:00,0,,22/04/2023,18:45,45038,18:45:00
22,2023,4,19:00-19:15,0,,22/04/2023,19:00,45038,19:00:00
22,2023,4,19:15-19:30,0,,22/04/2023,19:15,45038,19:15:00
22,2023,4,19:30-19:45,0,,22/04/2023,19:30,45038,19:30:00
22,2023,4,19:45-20:00,0,,22/04/2023,19:45,45038,19:45:00
22,2023,4,20:00-20:15,0,,22/04/2023,20:00,45038,20:00:00
22,2023,4,20:15-20:30,0,,22/04/2023,20:15,45038,20:15:00
22,2023,4,20:30-20:45,0,,22/04/2023,20:30,45038,20:30:00
22,2023,4,20:45-21:00,0,,22/04/2023,20:45,45038,20:45:00
22,2023,4,21:00-21:15,0,,22/04/2023,21:00,45038,21:00:00
23,2023,4,08:30-08:45,0,,23/04/2023,08:30,45039,08:30:00
23,2023,4,08:45-09:00,0,,23/04/2023,08:45,45039,08:45:00
23,2023,4,09:00-09:15,47,,23/04/2023,09:00,45039,09:00:00
23,2023,4,09:15-09:30,43,,23/04/2023,09:15,45039,09:15:00
23,2023,4,09:30-09:45,46,,23/04/2023,09:30,45039,09:30:00
23,2023,4,09:45-10:00,56,,23/04/2023,09:45,45039,09:45:00
23,2023,4,10:00-10:15,58,,23/04/2023,10:00,45039,10:00:00
23,2023,4,10:15-10:30,61,,23/04/2023,10:15,45039,10:15:00
23,2023,4,10:30-10:45,44,,23/04/2023,10:30,45039,10:30:00
23,2023,4,10:45-11:00,57,,23/04/2023,10:45,45039,10:45:00
23,2023,4,11:00-11:15,51,,23/04/2023,11:00,45039,11:00:00
23,2023,4,11:15-11:30,53,,23/04/2023,11:15,45039,11:15:00
23,2023,4,11:30-11:45,65,,23/04/2023,11:30,45039,11:30:00
23,2023,4,11:45-12:00,62,,23/04/2023,11:45,45039,11:45:00
23,2023,4,12:00-12:15,58,,23/04/2023,12:00,45039,12:00:00
23,2023,4,12:15-12:30,37,,23/04/2023,12:15,45039,12:15:00
23,2023,4,12:30-12:45,61,,23/04/2023,12:30,45039,12:30:00
23,2023,4,12:45-13:00,47,,23/04/2023,12:45,45039,12:45:00
23,2023,4,13:00-13:15,36,,23/04/2023,13:00,45039,13:00:00
23,2023,4,13:15-13:30,42,,23/04/2023,13:15,45039,13:15:00
23,2023,4,13:30-13:45,43,,23/04/2023,13:30,45039,13:30:00
23,2023,4,13:45-14:00,45,,23/04/2023,13:45,45039,13:45:00
23,2023,4,14:00-14:15,42,,23/04/2023,14:00,45039,14:00:00
23,2023,4,14:15-14:30,56,,23/04/2023,14:15,45039,14:15:00
23,2023,4,14:30-14:45,34,,23/04/2023,14:30,45039,14:30:00
23,2023,4,14:45-15:00,34,,23/04/2023,14:45,45039,14:45:00
23,2023,4,15:00-15:15,46,,23/04/2023,15:00,45039,15:00:00
23,2023,4,15:15-15:30,41,,23/04/2023,15:15,45039,15:15:00
23,2023,4,15:30-15:45,44,,23/04/2023,15:30,45039,15:30:00
23,2023,4,15:45-16:00,35,,23/04/2023,15:45,45039,15:45:00
23,2023,4,16:00-16:15,36,,23/04/2023,16:00,45039,16:00:00
23,2023,4,16:15-16:30,31,,23/04/2023,16:15,45039,16:15:00
23,2023,4,16:30-16:45,38,,23/04/2023,16:30,45039,16:30:00
23,2023,4,16:45-17:00,29,,23/04/2023,16:45,45039,16:45:00
23,2023,4,17:00-17:15,34,,23/04/2023,17:00,45039,17:00:00
23,2023,4,17:15-17:30,34,,23/04/2023,17:15,45039,17:15:00
23,2023,4,17:30-17:45,38,,23/04/2023,17:30,45039,17:30:00
23,2023,4,17:45-18:00,26,,23/04/2023,17:45,45039,17:45:00
23,2023,4,18:00-18:15,0,,23/04/2023,18:00,45039,18:00:00
23,2023,4,18:15-18:30,0,,23/04/2023,18:15,45039,18:15:00
23,2023,4,18:30-18:45,0,,23/04/2023,18:30,45039,18:30:00
23,2023,4,18:45-19:00,0,,23/04/2023,18:45,45039,18:45:00
23,2023,4,19:00-19:15,0,,23/04/2023,19:00,45039,19:00:00
23,2023,4,19:15-19:30,0,,23/04/2023,19:15,45039,19:15:00
23,2023,4,19:30-19:45,0,,23/04/2023,19:30,45039,19:30:00
23,2023,4,19:45-20:00,0,,23/04/2023,19:45,45039,19:45:00
23,2023,4,20:00-20:15,0,,23/04/2023,20:00,45039,20:00:00
23,2023,4,20:15-20:30,0,,23/04/2023,20:15,45039,20:15:00
23,2023,4,20:30-20:45,0,,23/04/2023,20:30,45039,20:30:00
23,2023,4,20:45-21:00,0,,23/04/2023,20:45,45039,20:45:00
23,2023,4,21:00-21:15,0,,23/04/2023,21:00,45039,21:00:00
24,2023,4,08:30-08:45,0,,24/04/2023,08:30,45040,08:30:00
24,2023,4,08:45-09:00,0,,24/04/2023,08:45,45040,08:45:00
24,2023,4,09:00-09:15,103,,24/04/2023,09:00,45040,09:00:00
24,2023,4,09:15-09:30,80,,24/04/2023,09:15,45040,09:15:00
24,2023,4,09:30-09:45,74,,24/04/2023,09:30,45040,09:30:00
24,2023,4,09:45-10:00,84,,24/04/2023,09:45,45040,09:45:00
24,2023,4,10:00-10:15,99,,24/04/2023,10:00,45040,10:00:00
24,2023,4,10:15-10:30,91,,24/04/2023,10:15,45040,10:15:00
24,2023,4,10:30-10:45,86,,24/04/2023,10:30,45040,10:30:00
24,2023,4,10:45-11:00,93,,24/04/2023,10:45,45040,10:45:00
24,2023,4,11:00-11:15,104,,24/04/2023,11:00,45040,11:00:00
24,2023,4,11:15-11:30,100,,24/04/2023,11:15,45040,11:15:00
24,2023,4,11:30-11:45,106,,24/04/2023,11:30,45040,11:30:00
24,2023,4,11:45-12:00,69,,24/04/2023,11:45,45040,11:45:00
24,2023,4,12:00-12:15,81,,24/04/2023,12:00,45040,12:00:00
24,2023,4,12:15-12:30,83,,24/04/2023,12:15,45040,12:15:00
24,2023,4,12:30-12:45,77,,24/04/2023,12:30,45040,12:30:00
24,2023,4,12:45-13:00,97,,24/04/2023,12:45,45040,12:45:00
24,2023,4,13:00-13:15,65,,24/04/2023,13:00,45040,13:00:00
24,2023,4,13:15-13:30,85,,24/04/2023,13:15,45040,13:15:00
24,2023,4,13:30-13:45,66,,24/04/2023,13:30,45040,13:30:00
24,2023,4,13:45-14:00,70,,24/04/2023,13:45,45040,13:45:00
24,2023,4,14:00-14:15,71,,24/04/2023,14:00,45040,14:00:00
24,2023,4,14:15-14:30,76,,24/04/2023,14:15,45040,14:15:00
24,2023,4,14:30-14:45,77,,24/04/2023,14:30,45040,14:30:00
24,2023,4,14:45-15:00,65,,24/04/2023,14:45,45040,14:45:00
24,2023,4,15:00-15:15,67,,24/04/2023,15:00,45040,15:00:00
24,2023,4,15:15-15:30,68,,24/04/2023,15:15,45040,15:15:00
24,2023,4,15:30-15:45,45,,24/04/2023,15:30,45040,15:30:00
24,2023,4,15:45-16:00,51,,24/04/2023,15:45,45040,15:45:00
24,2023,4,16:00-16:15,62,,24/04/2023,16:00,45040,16:00:00
24,2023,4,16:15-16:30,51,,24/04/2023,16:15,45040,16:15:00
24,2023,4,16:30-16:45,57,,24/04/2023,16:30,45040,16:30:00
24,2023,4,16:45-17:00,53,,24/04/2023,16:45,45040,16:45:00
24,2023,4,17:00-17:15,58,,24/04/2023,17:00,45040,17:00:00
24,2023,4,17:15-17:30,49,,24/04/2023,17:15,45040,17:15:00
24,2023,4,17:30-17:45,49,,24/04/2023,17:30,45040,17:30:00
24,2023,4,17:45-18:00,40,,24/04/2023,17:45,45040,17:45:00
24,2023,4,18:00-18:15,0,,24/04/2023,18:00,45040,18:00:00
24,2023,4,18:15-18:30,0,,24/04/2023,18:15,45040,18:15:00
24,2023,4,18:30-18:45,0,,24/04/2023,18:30,45040,18:30:00
24,2023,4,18:45-19:00,0,,24/04/2023,18:45,45040,18:45:00
24,2023,4,19:00-19:15,0,,24/04/2023,19:00,45040,19:00:00
24,2023,4,19:15-19:30,0,,24/04/2023,19:15,45040,19:15:00
24,2023,4,19:30-19:45,0,,24/04/2023,19:30,45040,19:30:00
24,2023,4,19:45-20:00,0,,24/04/2023,19:45,45040,19:45:00
24,2023,4,20:00-20:15,0,,24/04/2023,20:00,45040,20:00:00
24,2023,4,20:15-20:30,0,,24/04/2023,20:15,45040,20:15:00
24,2023,4,20:30-20:45,0,,24/04/2023,20:30,45040,20:30:00
24,2023,4,20:45-21:00,0,,24/04/2023,20:45,45040,20:45:00
24,2023,4,21:00-21:15,0,,24/04/2023,21:00,45040,21:00:00
26,2023,4,08:30-08:45,140,,26/04/2023,08:30,45042,08:30:00
26,2023,4,08:45-09:00,100,,26/04/2023,08:45,45042,08:45:00
26,2023,4,09:00-09:15,168,,26/04/2023,09:00,45042,09:00:00
26,2023,4,09:15-09:30,158,,26/04/2023,09:15,45042,09:15:00
26,2023,4,09:30-09:45,173,,26/04/2023,09:30,45042,09:30:00
26,2023,4,09:45-10:00,176,,26/04/2023,09:45,45042,09:45:00
26,2023,4,10:00-10:15,178,,26/04/2023,10:00,45042,10:00:00
26,2023,4,10:15-10:30,193,,26/04/2023,10:15,45042,10:15:00
26,2023,4,10:30-10:45,156,,26/04/2023,10:30,45042,10:30:00
26,2023,4,10:45-11:00,157,,26/04/2023,10:45,45042,10:45:00
26,2023,4,11:00-11:15,167,,26/04/2023,11:00,45042,11:00:00
26,2023,4,11:15-11:30,165,,26/04/2023,11:15,45042,11:15:00
26,2023,4,11:30-11:45,160,,26/04/2023,11:30,45042,11:30:00
26,2023,4,11:45-12:00,155,,26/04/2023,11:45,45042,11:45:00
26,2023,4,12:00-12:15,156,,26/04/2023,12:00,45042,12:00:00
26,2023,4,12:15-12:30,211,,26/04/2023,12:15,45042,12:15:00
26,2023,4,12:30-12:45,167,,26/04/2023,12:30,45042,12:30:00
26,2023,4,12:45-13:00,178,,26/04/2023,12:45,45042,12:45:00
26,2023,4,13:00-13:15,162,,26/04/2023,13:00,45042,13:00:00
26,2023,4,13:15-13:30,144,,26/04/2023,13:15,45042,13:15:00
26,2023,4,13:30-13:45,154,,26/04/2023,13:30,45042,13:30:00
26,2023,4,13:45-14:00,145,,26/04/2023,13:45,45042,13:45:00
